Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,19.14,3.83,3.86,3.86,4.34,4.42,4.42,4.48,4.48,4.48,INTENTECH
Reserves,15.42,36.43,49.29,56.11,55.18,55.73,59.18,61.26,68.38,78.44,INTENTECH
Borrowings,,,,,4.05,2.39,5.02,5.45,3.42,2.17,INTENTECH
Other Liabilities,3.78,3.65,5.85,13.86,6.83,14.26,11.4,10.54,21.35,38.32,INTENTECH
Total,38.34,43.91,59.0,73.83,70.4,76.8,80.02,81.73,97.63,123.41,INTENTECH
Net Block,3.25,3.54,3.96,3.93,2.58,7.45,3.48,2.77,2.87,3.1,INTENTECH
Capital Work in Progress,,,,,,,1.52,,,5.96,INTENTECH
Investments,,,0.66,0.66,0.71,0.72,23.83,27.5,27.49,27.51,INTENTECH
Other Assets,35.09,40.37,54.38,69.24,67.11,68.63,51.19,51.46,67.27,86.84,INTENTECH
Total,38.34,43.91,59.0,73.83,70.4,76.8,80.02,81.73,97.63,123.41,INTENTECH
Receivables,17.52,7.67,16.23,28.81,27.52,18.85,27.71,26.54,31.1,50.62,INTENTECH
Inventory,,,,,,,,,,,INTENTECH
Cash & Bank,10.34,23.53,24.49,23.41,16.59,10.28,3.3,1.81,6.14,11.39,INTENTECH
No. of Equity Shares,19137882.0,19137882.0,19280382.0,19280382.0,21696084.0,22124061.0,22124061.0,22384949.0,22407949.0,22423949.0,INTENTECH
New Bonus Shares,,,,,,,,,,,INTENTECH
Face value,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,INTENTECH
