Report Date,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2662.12,2511.67,1438.87,3276.07,3869.81,3031.54,2599.82,4128.92,4893.71,4309.61,ISGEC
Raw Material Cost,1501.02,1280.4,886.42,1956.18,2327.74,1569.04,1262.62,2520.31,2746.85,2449.92,ISGEC
Change in Inventory,31.94,-126.63,57.97,26.62,-75.57,48.69,26.8,109.97,-43.28,-90.78,ISGEC
Power and Fuel,23.42,22.43,10.44,25.26,29.74,27.55,31.29,31.65,33.04,30.82,ISGEC
Other Mfr. Exp,435.65,394.97,194.05,401.7,485.7,574.45,554.34,679.71,1018.05,818.07,ISGEC
Employee Cost,190.91,203.48,111.32,248.01,277.84,296.52,296.28,318.85,337.89,287.21,ISGEC
Selling and admin,342.29,298.99,201.81,336.09,291.59,262.22,208.83,317.5,326.03,177.93,ISGEC
Other Expenses,53.19,32.28,-1.39,55.0,64.36,78.33,92.2,102.38,92.31,102.53,ISGEC
Other Income,36.62,42.47,23.22,42.31,60.64,93.01,72.0,33.63,18.29,35.37,ISGEC
Depreciation,45.13,54.16,27.87,71.84,64.3,63.82,67.15,65.93,73.71,67.84,ISGEC
Interest,38.36,36.01,19.28,32.6,30.77,33.64,17.97,33.12,33.38,35.34,ISGEC
Profit before tax,100.71,104.79,70.26,218.32,282.84,267.67,167.94,203.07,207.46,284.54,ISGEC
Tax,30.66,32.37,24.0,75.13,92.91,79.03,48.95,74.76,54.37,66.3,ISGEC
Net profit,70.04,72.42,46.25,143.19,189.92,188.63,118.98,128.32,153.1,218.23,ISGEC
