Report Date,2011-09-30 00:00:00,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-09-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,WALCHANNAG
Reserves,399.35,393.46,698.82,662.74,554.33,356.83,331.43,327.73,261.47,204.1,WALCHANNAG
Borrowings,155.56,206.88,260.97,350.3,404.57,430.72,434.36,453.92,405.06,410.88,WALCHANNAG
Other Liabilities,689.65,645.58,618.55,594.41,431.77,413.91,381.24,376.82,371.99,335.44,WALCHANNAG
Total,1252.17,1253.53,1585.95,1615.06,1398.28,1209.07,1154.64,1166.08,1046.13,958.03,WALCHANNAG
Net Block,294.42,301.11,638.26,617.04,560.45,390.39,364.13,357.47,345.78,332.52,WALCHANNAG
Capital Work in Progress,43.81,23.05,20.41,4.39,0.56,1.03,1.61,4.8,8.55,3.79,WALCHANNAG
Investments,18.65,19.9,30.92,24.54,0.28,5.11,3.03,3.18,0.08,0.05,WALCHANNAG
Other Assets,895.29,909.47,896.36,969.09,836.99,812.54,785.87,800.63,691.72,621.67,WALCHANNAG
Total,1252.17,1253.53,1585.95,1615.06,1398.28,1209.07,1154.64,1166.08,1046.13,958.03,WALCHANNAG
Receivables,397.66,439.09,417.22,404.7,396.19,360.08,369.85,230.43,198.67,209.28,WALCHANNAG
Inventory,289.75,314.39,262.67,317.93,279.13,192.28,171.1,194.76,234.93,153.49,WALCHANNAG
Cash & Bank,29.52,18.54,12.27,46.86,24.77,17.67,31.8,89.82,43.07,48.12,WALCHANNAG
No. of Equity Shares,38070205.0,38070205.0,38070205.0,38070205.0,38070205.0,38070205.0,38070205.0,38070205.0,38070205.0,38070205.0,WALCHANNAG
New Bonus Shares,,,,,,,,,,,WALCHANNAG
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,WALCHANNAG
