Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,329.01,265.56,293.67,305.67,295.82,324.41,179.93,19.16,10.79,29.16,SUBEXLTD
Raw Material Cost,,,,,,,,,,,SUBEXLTD
Change in Inventory,,,,,,,,,,,SUBEXLTD
Power and Fuel,2.16,1.62,1.72,2.09,1.9,1.85,1.24,0.16,0.15,0.08,SUBEXLTD
Other Mfr. Exp,12.1,6.04,7.7,20.31,9.49,11.98,8.55,0.44,0.46,0.72,SUBEXLTD
Employee Cost,78.93,65.39,65.64,74.19,79.29,85.86,63.21,7.95,6.66,14.75,SUBEXLTD
Selling and admin,141.19,151.31,162.54,151.64,152.3,159.7,96.15,12.13,9.8,9.01,SUBEXLTD
Other Expenses,7.73,9.03,12.27,32.23,57.86,18.15,1.29,16.84,0.12,-0.23,SUBEXLTD
Other Income,-40.82,-15.43,-11.96,2.23,-145.96,-33.38,4.9,0.1,-192.36,23.76,SUBEXLTD
Depreciation,3.65,2.26,1.61,2.59,2.63,2.73,7.03,6.25,5.62,1.93,SUBEXLTD
Interest,40.39,49.05,58.29,51.71,51.02,15.05,5.47,0.04,0.32,0.15,SUBEXLTD
Profit before tax,2.04,-34.57,-28.06,-26.86,-204.63,-4.29,1.89,-24.55,-204.7,26.51,SUBEXLTD
Tax,-0.36,,1.47,1.55,5.34,2.54,1.57,-0.02,1.18,0.29,SUBEXLTD
Net profit,2.4,-34.56,-29.53,-28.4,-209.98,-6.83,0.32,-24.53,-205.88,26.22,SUBEXLTD
