Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1257.13,1253.97,1206.42,1313.23,2575.65,2917.35,1872.92,2288.34,2142.0,2208.32,ITDCEM
Raw Material Cost,463.11,456.05,396.93,468.99,662.35,655.36,543.52,747.75,733.3,635.38,ITDCEM
Change in Inventory,,,,,,,,,,,ITDCEM
Power and Fuel,72.01,72.2,73.35,69.22,73.16,84.58,88.33,104.23,79.64,79.13,ITDCEM
Other Mfr. Exp,232.96,237.07,274.3,424.66,1342.32,1400.87,529.76,657.31,617.27,775.03,ITDCEM
Employee Cost,124.55,143.25,155.22,156.15,184.38,219.31,236.26,310.48,286.28,301.69,ITDCEM
Selling and admin,222.77,204.85,198.05,146.87,285.35,254.15,180.01,130.76,117.99,151.71,ITDCEM
Other Expenses,0.24,-20.69,-31.13,-27.68,-130.21,91.96,35.76,68.3,3.63,60.51,ITDCEM
Other Income,7.56,8.65,18.7,102.32,-107.13,22.46,5.82,12.28,-39.0,8.57,ITDCEM
Depreciation,34.23,36.05,33.49,29.43,24.85,45.83,55.2,69.58,119.81,82.84,ITDCEM
Interest,92.79,107.12,115.56,119.96,115.07,88.78,85.54,77.85,91.98,111.34,ITDCEM
Profit before tax,22.03,26.72,9.35,27.95,-88.75,98.97,124.36,134.36,53.1,19.26,ITDCEM
Tax,-0.55,4.75,0.04,8.54,-29.45,48.12,51.53,52.48,9.93,3.5,ITDCEM
Net profit,22.58,21.98,9.31,19.41,-59.31,50.85,72.82,81.87,43.17,15.76,ITDCEM
