Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,239.54,69.09,70.72,7.73,86.21,44.85,59.62,105.35,63.79,47.63,RAIN
Raw Material Cost,238.03,68.06,70.44,,76.79,28.05,35.98,72.55,30.16,15.09,RAIN
Change in Inventory,,,,,,,,,,,RAIN
Power and Fuel,,,,,,,,,,,RAIN
Other Mfr. Exp,0.01,0.03,0.04,0.11,0.11,0.08,0.13,0.18,0.73,0.6,RAIN
Employee Cost,1.26,5.47,1.92,5.88,7.5,9.43,13.0,19.53,19.5,19.0,RAIN
Selling and admin,2.65,1.44,2.32,3.55,5.84,9.95,11.88,14.73,14.92,13.93,RAIN
Other Expenses,0.06,0.12,0.17,2.69,0.38,0.54,1.15,4.69,1.53,1.57,RAIN
Other Income,67.01,94.45,58.39,61.17,56.1,68.37,59.34,103.79,61.02,49.99,RAIN
Depreciation,0.51,0.5,0.5,0.52,1.57,1.53,0.6,0.52,0.59,0.64,RAIN
Interest,30.6,23.68,25.67,22.16,23.54,28.59,17.69,19.61,18.67,12.14,RAIN
Profit before tax,33.43,64.24,28.05,33.99,26.58,35.05,38.53,77.33,38.71,34.65,RAIN
Tax,3.96,7.87,12.75,9.42,0.5,2.11,6.42,16.87,3.28,7.34,RAIN
Net profit,29.47,56.37,15.3,24.58,26.09,32.93,32.11,60.47,35.44,27.3,RAIN
