Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.8,0.8,0.8,0.8,3.2,28.8,36.0,36.0,36.0,36.0,PSPPROJECT
Reserves,14.48,25.8,33.99,46.12,63.11,78.27,266.66,335.38,421.11,501.99,PSPPROJECT
Borrowings,25.87,14.99,26.01,33.41,45.25,67.74,21.63,26.25,74.85,80.96,PSPPROJECT
Other Liabilities,50.71,59.37,75.47,106.05,117.2,139.89,259.54,332.88,427.32,371.43,PSPPROJECT
Total,91.86,100.96,136.27,186.38,228.76,314.7,583.83,730.51,959.28,990.38,PSPPROJECT
Net Block,18.02,18.46,18.51,33.22,52.22,50.77,77.03,103.17,107.89,116.19,PSPPROJECT
Capital Work in Progress,,,,0.24,,,1.76,,,41.65,PSPPROJECT
Investments,0.31,3.49,8.92,12.65,18.06,21.67,19.54,4.42,4.42,0.78,PSPPROJECT
Other Assets,73.53,79.01,108.84,140.27,158.48,242.26,485.5,622.92,846.97,831.76,PSPPROJECT
Total,91.86,100.96,136.27,186.38,228.76,314.7,583.83,730.51,959.28,990.38,PSPPROJECT
Receivables,18.95,12.17,13.76,23.87,10.32,53.26,116.2,142.57,224.0,222.04,PSPPROJECT
Inventory,1.42,1.84,1.57,4.21,4.04,3.04,33.55,75.0,96.83,89.21,PSPPROJECT
Cash & Bank,35.94,44.61,68.44,84.82,106.38,101.82,223.24,221.7,196.73,228.76,PSPPROJECT
No. of Equity Shares,800000.0,800000.0,800000.0,800000.0,3200000.0,28800000.0,36000000.0,36000000.0,36000000.0,36000000.0,PSPPROJECT
New Bonus Shares,,,,,,,,,,,PSPPROJECT
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PSPPROJECT
