Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.32,15.32,22.32,22.32,22.32,26.07,38.07,38.07,37.69,37.69,ASIANENE
Reserves,67.87,58.51,41.56,24.43,-4.96,32.72,96.39,98.7,101.17,123.07,ASIANENE
Borrowings,20.03,27.48,42.76,22.58,26.93,52.49,16.96,9.96,,2.48,ASIANENE
Other Liabilities,10.61,18.86,11.19,10.89,35.75,62.4,78.02,37.59,29.25,82.98,ASIANENE
Total,113.83,120.17,117.83,80.22,80.04,173.68,229.44,184.32,168.11,246.22,ASIANENE
Net Block,39.1,31.8,24.89,18.41,25.21,33.41,59.76,52.83,68.38,109.37,ASIANENE
Capital Work in Progress,0.07,2.47,0.12,,,,,,,,ASIANENE
Investments,10.8,6.26,0.32,6.22,6.21,6.52,6.52,6.53,6.54,6.54,ASIANENE
Other Assets,63.86,79.64,92.5,55.59,48.62,133.75,163.16,124.96,93.19,130.31,ASIANENE
Total,113.83,120.17,117.83,80.22,80.04,173.68,229.44,184.32,168.11,246.22,ASIANENE
Receivables,18.59,20.02,12.12,6.26,10.01,22.56,50.24,41.84,22.62,59.3,ASIANENE
Inventory,3.49,4.98,3.92,3.81,3.16,1.57,1.88,0.69,0.02,,ASIANENE
Cash & Bank,26.94,17.73,6.07,1.73,9.55,8.5,18.99,24.91,23.55,6.59,ASIANENE
No. of Equity Shares,15324444.0,15324444.0,22324444.0,22324444.0,22324444.0,26074444.0,38074444.0,38074444.0,38074444.0,38074444.0,ASIANENE
New Bonus Shares,,,,,,,,,,,ASIANENE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ASIANENE
