Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,26.27,26.3,31.93,32.0,32.06,32.26,32.59,32.61,32.61,32.61,ZEELEARN
Reserves,113.99,93.39,192.03,202.44,218.69,264.07,321.09,380.15,444.92,463.59,ZEELEARN
Borrowings,96.58,165.13,109.5,115.33,137.41,126.81,133.26,181.21,198.82,208.53,ZEELEARN
Other Liabilities,40.43,50.33,59.4,60.48,58.54,80.63,124.32,173.61,168.93,149.84,ZEELEARN
Total,277.27,335.15,392.86,410.25,446.7,503.77,611.26,767.58,845.28,854.57,ZEELEARN
Net Block,30.46,17.47,14.45,9.43,4.43,6.35,4.54,5.58,26.78,17.62,ZEELEARN
Capital Work in Progress,0.09,26.89,2.73,3.58,5.28,0.35,0.3,1.51,0.13,0.12,ZEELEARN
Investments,0.01,106.01,206.37,335.99,354.5,359.9,336.38,601.74,601.75,601.76,ZEELEARN
Other Assets,246.71,184.78,169.31,61.25,82.49,137.17,270.04,158.75,216.62,235.07,ZEELEARN
Total,277.27,335.15,392.86,410.25,446.7,503.77,611.26,767.58,845.28,854.57,ZEELEARN
Receivables,4.28,9.95,10.27,7.01,7.79,9.29,7.64,22.85,18.0,15.79,ZEELEARN
Inventory,8.73,10.4,19.24,27.41,10.94,13.66,9.34,13.14,17.7,10.66,ZEELEARN
Cash & Bank,7.18,13.07,14.12,9.93,9.65,15.7,18.73,9.95,1.64,1.46,ZEELEARN
No. of Equity Shares,262738599.0,263010249.0,319331644.0,320001097.0,320554255.0,322642381.0,325895472.0,326078725.0,326092725.0,326092725.0,ZEELEARN
New Bonus Shares,,,,,,,,,,,ZEELEARN
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ZEELEARN
