Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,807.74,715.76,702.36,651.44,377.12,639.41,830.23,921.35,675.36,932.98,FINCABLES
Expenses,701.74,631.36,609.97,564.33,342.58,557.08,723.59,790.04,605.05,813.39,FINCABLES
Other Income,21.97,64.71,26.52,58.69,22.48,19.76,18.72,16.03,15.55,97.72,FINCABLES
Depreciation,9.9,9.8,9.64,9.57,10.02,9.76,8.48,10.67,9.89,9.93,FINCABLES
Interest,0.22,0.23,0.37,0.73,0.17,0.18,0.17,0.24,0.14,0.15,FINCABLES
Profit before tax,117.85,139.08,108.9,135.5,46.83,92.15,116.71,136.43,75.83,207.23,FINCABLES
Tax,36.28,15.96,28.27,18.34,11.85,23.07,33.96,40.35,20.75,57.5,FINCABLES
Net profit,81.57,123.12,80.63,117.16,34.98,69.08,82.75,96.08,55.08,149.73,FINCABLES
Operating Profit,106.0,84.4,92.39,87.11,34.54,82.33,106.64,131.31,70.31,119.59,FINCABLES
