Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,6180.24,8042.49,8767.12,9719.87,16384.18,17698.93,19748.5,23890.05,26929.61,26840.27,KOTAKBANK
Raw Material Cost,,,,,,,,,,,KOTAKBANK
Change in Inventory,,,,,,,,,,,KOTAKBANK
Power and Fuel,,,,,,,,,,,KOTAKBANK
Other Mfr. Exp,95.85,121.7,145.34,185.82,287.5,339.68,382.86,399.61,444.23,508.86,KOTAKBANK
Employee Cost,902.6,1075.43,1172.5,1467.31,2818.09,2770.04,2951.89,3185.23,3912.94,3767.45,KOTAKBANK
Selling and admin,619.49,750.7,882.05,1167.17,1639.41,1712.94,2071.23,2452.12,2663.34,2443.24,KOTAKBANK
Other Expenses,155.25,313.94,482.28,405.99,1356.65,1341.92,1657.01,2073.31,3674.64,4409.53,KOTAKBANK
Other Income,977.35,1160.66,1399.71,2028.45,2612.23,3477.16,4052.21,4657.18,5372.11,5459.19,KOTAKBANK
Depreciation,116.76,132.53,165.18,193.0,287.38,290.66,302.69,366.92,371.95,366.77,KOTAKBANK
Interest,3667.75,4836.82,5047.07,5496.13,9483.81,9572.78,10216.81,12684.25,13429.95,11500.62,KOTAKBANK
Profit before tax,1599.89,1972.03,2272.41,2832.9,3123.57,5148.07,6218.22,7385.79,7804.67,9302.99,KOTAKBANK
Tax,514.84,611.31,769.89,966.92,1033.8,1736.57,2133.92,2520.46,1857.49,2338.15,KOTAKBANK
Net profit,1085.05,1360.72,1502.52,1865.98,2089.78,3411.5,4084.3,4865.33,5947.18,6964.84,KOTAKBANK
