Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,34.24,34.24,35.96,40.45,40.45,40.45,40.45,40.45,40.45,40.45,CEATLTD
Reserves,618.46,708.77,931.14,1558.09,1908.61,2265.7,2506.37,2710.59,2720.15,3124.29,CEATLTD
Borrowings,1280.34,1011.66,1148.69,759.36,650.99,775.05,640.88,1260.51,2014.19,1512.05,CEATLTD
Other Liabilities,1089.61,1307.53,1255.77,1278.33,1292.49,1462.0,1581.49,2050.31,2371.02,3230.51,CEATLTD
Total,3022.65,3062.2,3371.56,3636.23,3892.54,4543.2,4769.19,6061.86,7145.81,7907.3,CEATLTD
Net Block,1524.06,1502.93,1474.21,1481.29,1974.7,2408.87,2464.75,2846.31,4159.52,4763.18,CEATLTD
Capital Work in Progress,13.44,9.94,30.23,164.07,213.45,48.77,161.86,749.44,1001.75,727.88,CEATLTD
Investments,74.48,44.71,124.34,436.82,224.44,258.66,320.05,313.01,110.83,118.11,CEATLTD
Other Assets,1410.67,1504.62,1742.78,1554.05,1479.95,1826.9,1822.53,2153.1,1873.71,2298.13,CEATLTD
Total,3022.65,3062.2,3371.56,3636.23,3892.54,4543.2,4769.19,6061.86,7145.81,7907.3,CEATLTD
Receivables,614.23,635.75,715.84,666.93,577.94,592.05,712.15,726.46,664.3,922.26,CEATLTD
Inventory,579.61,537.48,718.28,642.11,619.25,923.44,754.96,965.15,924.62,1114.78,CEATLTD
Cash & Bank,37.15,81.35,102.96,62.18,24.16,17.47,73.01,59.74,28.92,25.51,CEATLTD
No. of Equity Shares,34243534.0,34243534.0,35955710.0,40450092.0,40450092.0,40450092.0,40450092.0,40450092.0,40450092.0,40450092.0,CEATLTD
New Bonus Shares,,,,,,,,,,,CEATLTD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CEATLTD
