Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,959.24,1351.31,1505.54,1731.19,1844.89,2085.64,2311.74,2566.44,2481.96,2699.0,VGUARD
Raw Material Cost,714.49,1097.33,1140.18,1303.46,1249.28,1530.67,1643.55,1844.08,1771.11,1919.45,VGUARD
Change in Inventory,12.58,84.49,9.19,13.38,-63.05,52.69,28.41,44.9,112.91,70.72,VGUARD
Power and Fuel,4.76,8.02,8.34,7.93,8.48,11.21,13.49,13.59,14.54,16.1,VGUARD
Other Mfr. Exp,18.33,25.7,22.63,28.29,28.23,55.03,65.0,78.55,85.06,91.49,VGUARD
Employee Cost,51.79,70.1,85.93,94.48,110.93,144.07,170.29,202.22,207.08,224.98,VGUARD
Selling and admin,83.3,121.02,132.74,153.2,171.63,159.98,229.76,205.06,204.81,143.55,VGUARD
Other Expenses,5.06,3.69,2.37,24.2,35.28,27.43,30.34,48.14,58.26,67.37,VGUARD
Other Income,1.8,3.62,4.84,4.49,7.23,12.13,10.33,17.98,23.24,20.81,VGUARD
Depreciation,9.69,11.41,12.04,15.44,15.36,16.24,19.11,21.82,28.09,37.32,VGUARD
Interest,17.03,19.97,21.06,20.61,8.92,2.1,1.66,1.27,3.73,5.6,VGUARD
Profit before tax,69.17,82.18,94.28,101.45,160.96,203.73,177.28,214.59,245.43,284.67,VGUARD
Tax,18.37,19.26,24.15,30.72,49.28,59.12,44.19,49.07,60.28,85.69,VGUARD
Net profit,50.8,62.92,70.13,70.72,111.68,144.62,133.09,165.53,185.16,198.98,VGUARD
