Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.63,7.63,61.07,61.07,70.03,70.1,70.39,70.56,64.2,64.21,QUICKHEAL
Reserves,202.71,278.02,275.08,276.56,569.97,608.94,666.74,724.31,584.01,691.6,QUICKHEAL
Borrowings,,,,,,,,,,,QUICKHEAL
Other Liabilities,19.25,28.84,46.87,96.04,87.49,71.48,56.58,62.28,51.77,74.82,QUICKHEAL
Total,229.59,314.49,383.02,433.67,727.49,750.52,793.71,857.15,699.98,830.63,QUICKHEAL
Net Block,18.86,38.39,81.7,110.96,141.53,184.58,172.93,164.66,158.44,145.71,QUICKHEAL
Capital Work in Progress,23.83,28.97,55.41,73.74,55.02,13.59,13.87,10.63,3.4,2.11,QUICKHEAL
Investments,100.13,140.23,135.42,138.92,128.33,211.24,324.93,400.87,319.92,427.74,QUICKHEAL
Other Assets,86.77,106.9,110.49,110.05,402.61,341.11,281.98,280.99,218.22,255.07,QUICKHEAL
Total,229.59,314.49,383.02,433.67,727.49,750.52,793.71,857.15,699.98,830.63,QUICKHEAL
Receivables,65.68,77.29,70.91,67.66,96.91,94.99,102.74,124.86,113.23,149.46,QUICKHEAL
Inventory,0.61,2.14,5.42,6.96,5.37,7.22,4.72,4.14,6.22,3.3,QUICKHEAL
Cash & Bank,7.55,10.03,8.17,7.34,263.05,200.23,159.07,129.91,73.51,77.42,QUICKHEAL
No. of Equity Shares,7633711.0,7633711.0,61069688.0,61069688.0,70030028.0,70102205.0,70388183.0,70563654.0,64203618.0,64207868.0,QUICKHEAL
New Bonus Shares,,,53435977.0,,,,,,,,QUICKHEAL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,QUICKHEAL
