Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,671.04,684.03,746.57,746.57,776.28,797.35,892.46,892.46,892.46,892.46,SBIN
Reserves,83280.16,98199.65,117535.68,127691.65,143498.16,187488.71,218236.1,220021.36,231114.97,252982.73,SBIN
Borrowings,1170652.93,1371922.29,1577539.39,1781943.54,2054067.03,2362445.05,3068485.36,3314403.13,3556276.38,4098574.78,SBIN
Other Liabilities,80915.09,95405.3,96412.96,137332.05,158803.55,154807.3,167135.27,145594.97,163103.94,181977.2,SBIN
Total,1335519.22,1566211.27,1792234.6,2047713.81,2357145.02,2705538.41,3454749.19,3680911.92,3951387.75,4534427.17,SBIN
Net Block,5133.87,6595.71,7716.46,9041.8,9819.16,42344.99,39200.71,38508.94,38023.39,38067.41,SBIN
Capital Work in Progress,332.68,409.31,285.7,287.37,570.12,573.93,791.54,688.63,415.89,351.83,SBIN
Investments,312197.61,350877.51,398799.57,481758.75,575651.78,765989.63,1060986.72,967021.95,1046954.52,1351705.21,SBIN
Other Assets,1017855.06,1208328.74,1385432.87,1556625.89,1771103.96,1896629.86,2353770.22,2674692.4,2865993.95,3144302.72,SBIN
Total,1335519.22,1566211.27,1792234.6,2047713.81,2357145.02,2705538.41,3454749.19,3680911.92,3951387.75,4534427.17,SBIN
Receivables,,,,,,,,,,,SBIN
Inventory,,,,,,,,,,,SBIN
Cash & Bank,97163.16,114820.16,132549.63,154755.78,167467.66,171971.65,191898.64,222490.11,251097.01,343038.71,SBIN
No. of Equity Shares,671044838.0,684033971.0,746573092.0,7465730920.0,7762777042.0,7973504442.0,8924587534.0,8924611534.0,8924611534.0,8924611534.0,SBIN
New Bonus Shares,,,,,,,,,,,SBIN
Face value,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SBIN
