Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,608.64,772.12,890.82,829.03,793.88,779.34,850.42,991.98,1027.98,947.41,AYMSYNTEX
Raw Material Cost,411.59,524.77,613.25,508.81,432.06,420.18,494.66,586.43,572.28,514.73,AYMSYNTEX
Change in Inventory,6.3,-2.46,0.46,-8.96,0.23,13.11,10.34,0.86,7.07,16.92,AYMSYNTEX
Power and Fuel,42.66,46.81,50.04,48.62,47.79,50.95,33.15,70.47,79.06,73.67,AYMSYNTEX
Other Mfr. Exp,66.8,76.78,81.04,89.0,100.0,113.28,148.33,131.56,150.03,138.42,AYMSYNTEX
Employee Cost,27.76,33.81,38.88,43.38,51.09,58.49,65.99,67.25,61.84,62.57,AYMSYNTEX
Selling and admin,25.86,38.48,41.96,43.18,55.18,43.61,47.49,57.37,68.57,68.66,AYMSYNTEX
Other Expenses,0.75,1.72,6.05,3.3,2.37,7.85,7.13,7.75,8.33,12.45,AYMSYNTEX
Other Income,2.0,2.19,2.98,3.1,2.89,3.0,5.33,5.51,-1.74,0.34,AYMSYNTEX
Depreciation,12.61,14.81,19.11,20.2,24.07,30.27,32.97,37.61,44.78,42.7,AYMSYNTEX
Interest,17.34,18.65,23.9,23.92,21.52,22.73,27.93,34.43,38.24,34.09,AYMSYNTEX
Profit before tax,11.57,16.02,20.03,42.76,62.92,48.09,8.44,5.48,10.18,17.38,AYMSYNTEX
Tax,-0.01,,0.34,,15.16,7.55,0.44,-0.38,-7.23,3.29,AYMSYNTEX
Net profit,11.57,16.02,19.69,42.75,47.75,40.54,8.0,5.86,17.41,14.09,AYMSYNTEX
