Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,644.43,455.01,388.11,329.25,392.35,358.72,353.24,372.6,437.11,487.15,KHAICHEM
Raw Material Cost,453.86,314.06,271.87,222.88,206.06,226.44,199.07,223.77,290.19,256.52,KHAICHEM
Change in Inventory,-8.39,-16.91,9.58,12.05,-47.87,24.24,-15.81,1.98,33.13,-13.0,KHAICHEM
Power and Fuel,8.85,7.47,9.15,11.74,13.15,15.02,13.64,13.33,18.43,20.32,KHAICHEM
Other Mfr. Exp,48.01,35.98,33.95,26.79,26.68,17.1,12.41,13.91,19.85,26.79,KHAICHEM
Employee Cost,9.63,9.61,10.4,12.11,14.42,16.74,15.94,18.71,22.48,26.72,KHAICHEM
Selling and admin,41.57,32.89,34.29,30.53,41.07,65.0,54.93,56.55,66.31,78.11,KHAICHEM
Other Expenses,12.53,11.0,20.25,2.65,3.06,4.29,5.13,5.51,6.78,5.73,KHAICHEM
Other Income,2.46,7.85,8.74,2.78,1.7,3.17,1.25,0.78,2.27,0.39,KHAICHEM
Depreciation,7.32,7.32,7.64,8.89,8.64,8.23,8.71,8.76,8.52,8.19,KHAICHEM
Interest,26.2,25.63,25.05,30.17,29.75,31.19,26.43,22.25,18.4,13.58,KHAICHEM
Profit before tax,30.53,1.99,-6.17,-1.68,3.35,2.12,2.42,12.57,21.55,38.58,KHAICHEM
Tax,8.79,-0.14,-4.55,-5.19,1.7,0.46,0.77,4.67,6.48,13.71,KHAICHEM
Net profit,21.74,2.13,-1.62,3.5,1.66,1.66,1.64,7.9,15.08,24.87,KHAICHEM
