Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1363.61,1388.21,960.34,1059.92,1249.58,1426.58,1646.59,1754.71,1884.93,1982.19,AHLUCONT
Raw Material Cost,787.13,783.65,471.21,524.64,651.74,708.19,705.33,774.7,899.14,910.5,AHLUCONT
Change in Inventory,65.23,-14.32,16.76,-16.6,44.83,-18.06,-50.68,,,,AHLUCONT
Power and Fuel,32.14,33.46,27.06,19.63,20.73,24.57,29.14,31.79,31.69,35.86,AHLUCONT
Other Mfr. Exp,294.18,294.39,220.7,218.51,283.51,322.18,478.63,546.42,576.76,644.85,AHLUCONT
Employee Cost,269.74,259.22,194.12,150.13,158.9,151.91,133.92,143.41,154.4,153.53,AHLUCONT
Selling and admin,24.59,24.52,18.64,14.5,14.7,21.46,24.18,26.85,25.89,23.89,AHLUCONT
Other Expenses,3.23,2.26,3.55,0.87,3.81,6.51,5.45,15.06,44.03,59.24,AHLUCONT
Other Income,10.91,15.97,28.38,11.46,13.39,8.35,6.31,9.77,10.44,22.24,AHLUCONT
Depreciation,42.87,35.2,12.16,21.18,20.06,23.9,25.63,27.56,31.87,30.44,AHLUCONT
Interest,26.44,33.39,36.3,38.6,35.2,27.08,25.08,19.22,35.0,42.6,AHLUCONT
Profit before tax,-40.57,-76.23,21.74,66.72,119.15,131.07,174.86,179.47,96.59,103.52,AHLUCONT
Tax,0.06,,,2.59,34.74,44.75,59.42,62.09,32.15,26.29,AHLUCONT
Net profit,-40.63,-76.22,21.75,64.14,84.41,86.31,115.45,117.38,64.44,77.24,AHLUCONT
