Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.5,13.5,13.5,13.5,13.5,13.5,14.92,14.92,16.03,16.03,PITTIENG
Reserves,87.17,95.45,98.07,103.76,93.46,98.92,134.65,156.05,191.77,219.79,PITTIENG
Borrowings,140.58,149.92,120.53,143.17,174.06,181.04,255.81,247.15,244.9,317.4,PITTIENG
Other Liabilities,116.35,63.55,76.41,107.21,80.89,116.55,143.59,165.93,143.38,147.86,PITTIENG
Total,357.6,322.42,308.51,367.64,361.91,410.01,548.97,584.05,596.08,701.08,PITTIENG
Net Block,77.38,84.24,87.35,86.99,76.3,93.53,201.35,227.45,247.3,284.86,PITTIENG
Capital Work in Progress,3.88,0.81,5.85,9.55,11.7,31.43,9.34,4.6,8.26,1.14,PITTIENG
Investments,,4.08,4.08,16.41,16.41,17.37,17.36,16.43,16.42,16.47,PITTIENG
Other Assets,276.34,233.29,211.23,254.69,257.5,267.68,320.92,335.57,324.1,398.61,PITTIENG
Total,357.6,322.42,308.51,367.64,361.91,410.01,548.97,584.05,596.08,701.08,PITTIENG
Receivables,113.19,88.82,64.22,102.58,111.96,89.86,136.92,182.49,139.38,171.77,PITTIENG
Inventory,104.29,101.08,96.79,105.93,117.57,126.55,129.16,100.27,126.5,157.22,PITTIENG
Cash & Bank,11.37,6.31,9.47,15.29,18.23,11.02,13.52,13.96,14.86,8.91,PITTIENG
No. of Equity Shares,13500000.0,13500000.0,13500000.0,13495850.0,26991700.0,26991700.0,29836145.0,29836145.0,32058367.0,32058367.0,PITTIENG
New Bonus Shares,,,,,,,,,,,PITTIENG
Face value,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,PITTIENG
