Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,KICL
Reserves,280.22,274.85,291.51,308.46,334.9,347.37,4943.75,3644.42,1896.58,4489.36,KICL
Borrowings,,,,,,,,,,,KICL
Other Liabilities,59.46,19.29,0.06,0.17,19.37,16.65,12.31,3.93,4.2,61.9,KICL
Total,344.05,298.51,295.94,313.0,358.64,368.39,4960.43,3652.72,1905.15,4555.63,KICL
Net Block,,,,1.01,0.92,0.82,0.72,0.63,0.53,0.43,KICL
Capital Work in Progress,,,,,,,,,,,KICL
Investments,343.86,298.28,295.5,311.6,357.27,367.29,4957.76,3651.93,1868.93,4498.64,KICL
Other Assets,0.19,0.23,0.44,0.39,0.45,0.28,1.95,0.16,35.69,56.56,KICL
Total,344.05,298.51,295.94,313.0,358.64,368.39,4960.43,3652.72,1905.15,4555.63,KICL
Receivables,,,,,,,,,,,KICL
Inventory,,,,,,,,,,,KICL
Cash & Bank,0.03,0.01,0.11,0.13,0.15,0.12,1.9,0.1,25.06,56.28,KICL
No. of Equity Shares,4365306.0,4365306.0,4365306.0,4365306.0,4365306.0,4365306.0,4365306.0,4365306.0,4365306.0,4365306.0,KICL
New Bonus Shares,,,,,,,,,,,KICL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KICL
