Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,132.62,143.17,143.26,143.73,156.21,156.34,156.4,156.43,163.98,164.07,CHOLAFIN
Reserves,1284.67,1821.59,2151.44,2528.92,3501.17,4128.4,4941.74,6019.31,8007.76,9396.24,CHOLAFIN
Borrowings,11444.11,15289.01,18093.19,19475.24,22576.22,24109.1,38330.33,50566.74,55005.43,63729.99,CHOLAFIN
Other Liabilities,568.87,931.02,1158.91,1725.34,1654.71,2200.96,661.26,683.82,825.22,1258.12,CHOLAFIN
Total,13430.27,18184.79,21546.8,23873.23,27888.31,30594.8,44089.73,57426.3,64002.39,74548.42,CHOLAFIN
Net Block,53.17,70.65,72.9,68.33,111.32,140.08,160.8,162.76,273.6,219.6,CHOLAFIN
Capital Work in Progress,,,,,,,3.8,13.1,10.26,9.82,CHOLAFIN
Investments,61.7,224.51,82.43,67.48,66.57,238.55,72.92,72.92,72.92,1618.82,CHOLAFIN
Other Assets,13315.4,17889.63,21391.47,23737.42,27710.42,30216.17,43852.21,57177.52,63645.61,72700.18,CHOLAFIN
Total,13430.27,18184.79,21546.8,23873.23,27888.31,30594.8,44089.73,57426.3,64002.39,74548.42,CHOLAFIN
Receivables,,,,,,,38.23,4.41,21.76,20.31,CHOLAFIN
Inventory,,,,,,,,,,,CHOLAFIN
Cash & Bank,258.4,388.97,800.84,340.66,490.47,470.64,887.95,3674.85,6959.1,5231.88,CHOLAFIN
No. of Equity Shares,132619949.0,143238641.0,143200000.0,143800103.0,156276544.0,156408433.0,156462271.0,156490013.0,820232259.0,820689629.0,CHOLAFIN
New Bonus Shares,,,,,,,,,,,CHOLAFIN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,CHOLAFIN
