Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,248.64,437.88,610.68,703.92,1010.46,1280.0,1767.19,2949.13,4285.88,4950.05,AUBANK
Raw Material Cost,,,,,,,,,,,AUBANK
Change in Inventory,,,,,,,,,,,AUBANK
Power and Fuel,,,,,,,,,,,AUBANK
Other Mfr. Exp,0.44,0.77,1.13,1.36,1.33,9.57,39.47,76.05,81.08,92.31,AUBANK
Employee Cost,34.83,52.33,69.8,94.68,158.13,192.94,425.68,601.97,760.99,981.99,AUBANK
Selling and admin,20.84,33.27,31.9,42.1,76.71,53.93,160.67,190.03,250.48,259.72,AUBANK
Other Expenses,13.67,35.77,81.67,71.31,52.89,509.45,206.1,294.58,519.89,920.1,AUBANK
Other Income,0.57,2.98,4.45,2.39,5.02,809.96,388.06,461.91,706.09,1451.55,AUBANK
Depreciation,1.72,2.91,3.3,6.52,8.52,5.78,53.25,61.75,88.62,104.37,AUBANK
Interest,103.72,201.58,288.94,281.97,395.25,496.31,826.73,1606.53,2376.94,2584.61,AUBANK
Profit before tax,73.99,114.23,138.39,208.37,322.65,821.98,443.35,580.13,913.97,1458.5,AUBANK
Tax,23.87,34.02,46.0,68.14,111.03,,151.31,198.32,239.19,287.82,AUBANK
Net profit,50.11,80.21,92.39,140.23,211.62,821.98,292.04,381.81,674.78,1170.68,AUBANK
