Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,875.04,885.18,877.4,786.64,399.45,611.01,771.79,828.3,841.97,1012.9,CENTURYTEX
Expenses,685.6,712.01,713.14,679.31,369.36,547.38,685.7,740.12,725.23,880.13,CENTURYTEX
Other Income,9.7,2.55,11.75,19.37,13.31,17.28,38.1,10.95,15.95,38.94,CENTURYTEX
Depreciation,54.49,57.98,57.92,57.37,56.7,57.3,57.8,57.22,56.36,57.44,CENTURYTEX
Interest,22.01,16.45,25.65,29.02,25.65,21.59,20.82,20.49,18.42,18.22,CENTURYTEX
Profit before tax,122.64,101.29,92.44,40.31,-38.95,2.02,45.57,21.42,57.91,96.05,CENTURYTEX
Tax,45.24,-100.24,35.0,-73.69,-12.07,1.66,-2.41,11.38,21.97,29.87,CENTURYTEX
Net profit,77.4,201.53,57.44,114.0,-26.88,0.36,47.98,10.04,35.94,66.18,CENTURYTEX
Operating Profit,189.44,173.17,164.26,107.33,30.09,63.63,86.09,88.18,116.74,132.77,CENTURYTEX
