Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,1266.78,1410.78,1390.07,1618.39,1710.89,1794.56,3940.61,4561.51,4360.63,3761.84,SCHAEFFLER
Raw Material Cost,771.56,882.82,929.29,999.43,1004.17,1141.71,2365.38,3103.47,2733.76,2280.87,SCHAEFFLER
Change in Inventory,14.15,-24.77,32.2,2.11,13.5,59.11,-16.34,229.92,-15.83,-52.27,SCHAEFFLER
Power and Fuel,19.44,22.07,24.25,33.0,36.22,35.62,62.01,65.73,64.89,56.79,SCHAEFFLER
Other Mfr. Exp,36.75,39.26,49.98,62.61,67.18,84.41,209.49,245.75,236.6,213.96,SCHAEFFLER
Employee Cost,101.18,112.89,119.13,137.94,132.1,149.23,298.65,317.86,345.17,353.55,SCHAEFFLER
Selling and admin,137.35,143.41,125.23,103.94,109.75,85.1,146.18,148.7,139.2,102.98,SCHAEFFLER
Other Expenses,-39.84,-35.38,-10.04,40.2,69.17,58.19,159.11,169.63,190.58,164.6,SCHAEFFLER
Other Income,30.85,44.61,45.45,39.84,56.16,66.15,55.02,47.51,62.87,60.3,SCHAEFFLER
Depreciation,22.59,30.27,43.25,49.35,65.51,64.1,138.16,148.5,158.71,193.97,SCHAEFFLER
Interest,1.79,1.81,1.19,1.5,2.64,2.13,11.48,7.6,4.48,5.94,SCHAEFFLER
Profit before tax,260.96,233.47,185.44,232.37,293.81,299.33,588.83,631.7,534.28,397.21,SCHAEFFLER
Tax,84.99,74.29,63.61,79.49,96.33,104.27,200.34,211.9,166.64,106.24,SCHAEFFLER
Net profit,175.97,159.18,121.83,152.88,197.48,195.06,388.49,419.8,367.64,290.97,SCHAEFFLER
