Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.15,0.21,0.22,0.22,0.2,14.92,17.49,17.49,17.49,17.49,SCHAND
Reserves,78.12,244.8,290.17,297.66,483.8,487.08,842.54,805.33,765.26,768.27,SCHAND
Borrowings,51.01,76.93,39.29,116.79,83.0,210.92,51.75,128.51,119.02,103.82,SCHAND
Other Liabilities,78.41,76.86,94.6,116.93,118.49,110.44,223.2,108.18,84.42,72.69,SCHAND
Total,207.69,398.8,424.28,531.6,685.49,823.36,1134.98,1059.51,986.19,962.27,SCHAND
Net Block,16.01,17.57,23.35,26.76,25.63,25.74,25.89,38.06,54.05,46.78,SCHAND
Capital Work in Progress,1.57,,2.34,,0.01,,0.05,0.71,0.07,0.21,SCHAND
Investments,23.58,188.74,188.71,275.71,369.27,470.6,624.34,611.17,602.24,617.28,SCHAND
Other Assets,166.53,192.49,209.88,229.13,290.58,327.02,484.7,409.57,329.83,298.0,SCHAND
Total,207.69,398.8,424.28,531.6,685.49,823.36,1134.98,1059.51,986.19,962.27,SCHAND
Receivables,70.63,97.35,137.04,148.26,191.38,212.86,302.69,196.55,150.67,135.41,SCHAND
Inventory,41.82,45.08,50.15,48.51,59.62,57.71,52.6,79.87,66.31,45.13,SCHAND
Cash & Bank,2.86,3.2,3.4,5.72,9.95,14.39,38.93,23.8,1.37,20.27,SCHAND
No. of Equity Shares,100.0,172000.0,172000.0,217000.0,201652.0,29844496.0,34975287.0,34975287.0,34975287.0,34975287.0,SCHAND
New Bonus Shares,,,,,,,,,,,SCHAND
Face value,1000.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,SCHAND
