Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,562.69,562.71,562.74,562.98,563.34,563.59,563.83,563.97,564.1,564.21,GSPL
Reserves,1903.99,2377.87,2732.09,3060.07,3505.84,3932.39,4501.21,5179.9,6158.45,6980.79,GSPL
Borrowings,1395.84,1609.66,1428.82,1157.49,1067.0,630.53,3057.83,2365.98,1630.31,1026.04,GSPL
Other Liabilities,606.28,703.2,679.13,759.77,710.14,706.86,825.66,840.11,750.02,801.78,GSPL
Total,4468.8,5253.44,5402.78,5540.31,5846.32,5833.37,8948.53,8949.96,9102.88,9372.82,GSPL
Net Block,3140.23,3251.5,3159.34,3065.39,3123.06,3165.68,3114.17,3607.5,3585.75,3466.66,GSPL
Capital Work in Progress,418.21,526.02,656.1,776.5,767.91,686.37,895.92,419.36,237.16,221.62,GSPL
Investments,116.42,174.02,584.97,648.65,731.1,765.5,4181.36,4277.18,4611.11,5006.17,GSPL
Other Assets,793.94,1301.9,1002.37,1049.77,1224.25,1215.82,757.08,645.92,668.86,678.37,GSPL
Total,4468.8,5253.44,5402.78,5540.31,5846.32,5833.37,8948.53,8949.96,9102.88,9372.82,GSPL
Receivables,81.44,254.1,249.01,150.39,151.75,118.93,123.52,208.1,163.69,158.63,GSPL
Inventory,66.18,77.15,69.41,110.24,117.73,112.34,123.46,127.91,126.13,129.61,GSPL
Cash & Bank,514.77,853.06,499.22,435.15,552.93,802.64,364.53,158.29,95.7,87.72,GSPL
No. of Equity Shares,562689127.0,562708833.0,562738695.0,562979980.0,563340064.0,563587732.0,563833592.0,563971353.0,564101241.0,564211376.0,GSPL
New Bonus Shares,,,,,,,,,,,GSPL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GSPL
