Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,103.72,26.19,14.56,5.68,0.57,0.13,0.31,0.22,0.18,2.27,KAUSHALYA
Raw Material Cost,7.0,1.65,8.05,1.81,1.72,0.1,,0.05,0.04,0.11,KAUSHALYA
Change in Inventory,0.02,0.01,,,,,,,,-0.41,KAUSHALYA
Power and Fuel,0.86,0.05,0.06,0.08,0.05,0.02,0.03,0.03,0.03,0.04,KAUSHALYA
Other Mfr. Exp,81.53,18.09,10.74,2.65,11.61,0.01,0.11,0.02,0.04,0.04,KAUSHALYA
Employee Cost,1.13,0.75,0.72,0.75,0.65,0.32,0.34,0.28,0.26,0.23,KAUSHALYA
Selling and admin,1.7,0.82,2.07,0.54,0.53,0.3,0.61,0.46,0.43,1.02,KAUSHALYA
Other Expenses,,-0.21,0.59,0.69,41.54,4.08,-0.21,7.87,4.06,0.82,KAUSHALYA
Other Income,0.36,0.22,0.35,0.86,1.14,0.67,0.04,26.03,,5.26,KAUSHALYA
Depreciation,0.41,0.39,0.36,0.89,0.44,0.43,0.43,0.44,0.42,0.38,KAUSHALYA
Interest,6.85,6.88,6.34,6.58,-0.03,-0.4,0.16,0.58,0.7,0.76,KAUSHALYA
Profit before tax,4.62,-2.0,-14.02,-7.45,-54.8,-4.06,-1.12,16.52,-5.8,3.72,KAUSHALYA
Tax,1.5,0.02,-0.03,-0.17,-0.05,-0.06,-0.13,-6.01,-0.33,3.71,KAUSHALYA
Net profit,3.12,-2.03,-13.99,-7.28,-54.75,-4.01,-0.99,22.53,-5.47,,KAUSHALYA
