Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,18.12,18.12,18.12,18.12,18.12,18.12,18.12,50.62,50.62,51.47,VIKASPROP
Reserves,67.57,76.7,77.35,77.74,68.73,54.89,53.83,147.17,147.56,136.18,VIKASPROP
Borrowings,145.1,127.84,105.5,105.5,106.3,106.3,106.51,64.19,57.26,48.58,VIKASPROP
Other Liabilities,43.5,35.02,70.75,68.86,139.78,144.85,135.67,147.57,148.87,152.66,VIKASPROP
Total,274.29,257.68,271.72,270.22,332.93,324.16,314.13,409.55,404.31,388.89,VIKASPROP
Net Block,161.49,148.42,134.41,120.51,108.97,85.58,80.26,163.73,163.73,159.64,VIKASPROP
Capital Work in Progress,15.43,44.98,49.55,47.32,47.6,47.93,47.93,47.95,47.95,28.42,VIKASPROP
Investments,,,,,,,,,,,VIKASPROP
Other Assets,97.37,64.28,87.76,102.39,176.36,190.65,185.94,197.87,192.63,200.83,VIKASPROP
Total,274.29,257.68,271.72,270.22,332.93,324.16,314.13,409.55,404.31,388.89,VIKASPROP
Receivables,27.29,28.06,64.79,79.72,164.84,165.65,167.22,175.54,170.16,171.46,VIKASPROP
Inventory,33.64,33.74,20.31,14.4,3.52,,,,,,VIKASPROP
Cash & Bank,34.5,0.08,0.05,0.05,0.05,1.91,0.03,0.04,0.03,0.03,VIKASPROP
No. of Equity Shares,18117500.0,18117500.0,18117500.0,18117500.0,18117500.0,18117500.0,18117500.0,506175000.0,506175000.0,514675000.0,VIKASPROP
New Bonus Shares,,,,,,,,,,,VIKASPROP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,VIKASPROP
