Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,1.18,1.71,1.18,0.66,1.55,3.12,1.79,0.97,1.41,1.95,NORBTEAEXP
Expenses,0.96,1.51,1.3,1.51,1.0,1.7,1.45,0.89,1.0,1.37,NORBTEAEXP
Other Income,0.02,0.01,0.18,,0.01,0.04,,0.03,,,NORBTEAEXP
Depreciation,0.08,0.08,0.08,0.23,0.1,0.09,0.11,0.21,0.12,0.12,NORBTEAEXP
Interest,0.16,0.21,0.19,0.15,0.12,0.34,0.03,0.19,0.02,0.14,NORBTEAEXP
Profit before tax,,-0.08,-0.21,-1.23,0.34,1.03,0.2,-0.29,0.27,0.32,NORBTEAEXP
Tax,,,,0.1,,,,0.12,,,NORBTEAEXP
Net profit,,-0.08,-0.21,-1.32,0.34,1.03,0.2,-0.4,0.27,0.33,NORBTEAEXP
Operating Profit,0.22,0.2,-0.12,-0.85,0.55,1.42,0.34,0.08,0.41,0.58,NORBTEAEXP
