Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,14.14,14.52,33.84,39.9,48.78,76.5,122.54,111.18,126.8,119.25,KELLTONTEC
Raw Material Cost,,,8.26,2.8,3.45,,,,,,KELLTONTEC
Change in Inventory,,,0.62,,,,,,,,KELLTONTEC
Power and Fuel,0.08,0.11,0.35,0.42,,,,,,,KELLTONTEC
Other Mfr. Exp,0.57,0.45,0.28,0.55,0.72,2.55,38.01,24.32,25.73,16.23,KELLTONTEC
Employee Cost,7.17,7.43,15.38,22.09,26.77,46.02,48.12,54.94,66.05,66.85,KELLTONTEC
Selling and admin,2.86,2.62,3.94,4.64,5.15,9.71,13.03,12.82,9.51,8.12,KELLTONTEC
Other Expenses,0.46,0.01,0.11,0.37,0.99,4.5,5.74,5.77,2.95,4.11,KELLTONTEC
Other Income,0.05,0.19,0.03,0.52,0.34,2.2,2.48,4.47,3.71,3.09,KELLTONTEC
Depreciation,0.32,0.46,0.4,0.93,1.09,1.83,2.17,2.29,6.34,5.76,KELLTONTEC
Interest,0.24,0.6,1.87,1.5,1.85,2.01,3.88,3.99,5.09,5.97,KELLTONTEC
Profit before tax,2.49,3.03,3.9,7.12,9.1,12.08,14.07,11.52,14.84,15.3,KELLTONTEC
Tax,-0.07,0.37,-0.03,0.96,2.37,4.11,4.21,3.07,3.58,4.26,KELLTONTEC
Net profit,2.56,2.66,3.93,6.16,6.73,7.98,9.86,8.45,11.26,11.04,KELLTONTEC
