Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,4139.07,3151.87,3523.54,3710.72,3303.36,4052.13,4331.71,4218.82,3158.7,3452.37,GET&D
Raw Material Cost,1506.92,2228.86,1000.13,919.95,895.51,879.61,1574.78,1622.5,1347.2,1424.88,GET&D
Change in Inventory,84.71,133.6,-7.77,54.33,200.89,125.75,-29.38,-83.49,9.65,-58.3,GET&D
Power and Fuel,24.94,28.31,31.7,34.09,33.19,36.79,33.53,42.3,30.61,24.04,GET&D
Other Mfr. Exp,1522.19,111.58,1430.83,1723.68,1662.78,2137.25,1468.17,1151.25,997.06,1101.53,GET&D
Employee Cost,364.14,325.29,344.07,345.92,365.42,403.32,387.77,382.91,420.45,401.92,GET&D
Selling and admin,254.03,206.58,303.54,318.56,343.46,426.38,380.95,393.65,448.26,236.44,GET&D
Other Expenses,117.57,123.17,92.85,91.07,97.28,237.94,182.1,88.7,119.91,34.73,GET&D
Other Income,29.82,33.87,43.51,11.38,142.49,140.7,239.49,48.78,4.85,69.01,GET&D
Depreciation,101.43,81.33,87.02,81.86,85.73,88.2,89.86,83.22,78.39,65.74,GET&D
Interest,124.8,91.6,91.7,91.12,107.49,182.36,105.85,85.01,86.98,84.46,GET&D
Profit before tax,237.58,122.62,177.44,170.18,55.88,-73.27,318.81,334.57,-355.66,89.34,GET&D
Tax,75.17,38.51,60.42,49.61,21.38,13.39,110.05,121.9,-53.1,29.02,GET&D
Net profit,162.41,84.11,117.02,120.57,34.5,-86.66,208.76,212.67,-302.56,60.32,GET&D
