Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,41.51,MARALOVER
Reserves,-36.67,-15.03,14.48,26.79,38.08,52.55,51.02,59.07,42.24,56.14,MARALOVER
Borrowings,243.03,233.41,216.22,200.84,212.42,231.22,211.11,247.56,222.63,196.86,MARALOVER
Other Liabilities,86.37,79.88,90.64,89.71,79.33,96.21,99.88,107.23,126.27,147.07,MARALOVER
Total,334.24,339.77,362.85,358.85,371.34,421.49,403.52,455.37,432.65,441.58,MARALOVER
Net Block,197.23,185.37,164.67,171.46,153.23,157.92,157.3,188.01,182.1,160.45,MARALOVER
Capital Work in Progress,1.11,1.76,0.8,2.88,11.0,3.02,13.28,3.04,0.01,1.7,MARALOVER
Investments,0.13,0.13,0.13,0.13,0.13,0.62,0.5,0.49,0.3,0.55,MARALOVER
Other Assets,135.77,152.51,197.25,184.38,206.98,259.93,232.44,263.83,250.24,278.88,MARALOVER
Total,334.24,339.77,362.85,358.85,371.34,421.49,403.52,455.37,432.65,441.58,MARALOVER
Receivables,37.83,36.32,35.02,43.47,47.71,81.39,82.54,95.88,75.29,97.73,MARALOVER
Inventory,65.77,87.79,129.64,97.38,123.17,151.31,108.16,109.39,98.19,99.57,MARALOVER
Cash & Bank,5.44,6.39,2.98,6.98,3.58,1.75,3.07,6.45,9.69,3.34,MARALOVER
No. of Equity Shares,41508000.0,41508000.0,41508000.0,41508000.0,41508000.0,41508000.0,41508000.0,41508000.0,41508000.0,41508000.0,MARALOVER
New Bonus Shares,,,,,,,,,,,MARALOVER
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MARALOVER
