Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,VIMTALABS
Reserves,105.23,107.9,115.97,117.91,121.68,131.73,147.63,167.13,168.54,189.9,VIMTALABS
Borrowings,20.61,11.63,6.56,3.51,26.06,43.57,39.96,25.83,32.47,29.62,VIMTALABS
Other Liabilities,26.16,20.65,22.08,20.51,23.44,41.93,40.25,40.05,39.1,49.13,VIMTALABS
Total,156.42,144.6,149.03,146.35,175.6,221.65,232.26,237.43,244.53,273.07,VIMTALABS
Net Block,105.18,93.39,90.44,88.21,87.7,88.34,140.39,134.72,131.09,127.74,VIMTALABS
Capital Work in Progress,,0.3,1.94,,5.88,52.88,,4.18,1.82,17.29,VIMTALABS
Investments,,,,,,,,,6.15,6.15,VIMTALABS
Other Assets,51.24,50.91,56.65,58.14,82.02,80.43,91.87,98.53,105.47,121.89,VIMTALABS
Total,156.42,144.6,149.03,146.35,175.6,221.65,232.26,237.43,244.53,273.07,VIMTALABS
Receivables,25.58,25.88,28.09,26.21,37.63,42.42,55.93,58.53,57.68,73.2,VIMTALABS
Inventory,13.21,11.08,10.87,15.58,16.09,15.21,18.26,19.04,17.13,14.64,VIMTALABS
Cash & Bank,1.21,1.85,3.91,1.02,3.47,1.26,2.62,3.35,6.65,6.61,VIMTALABS
No. of Equity Shares,22107810.0,22107810.0,22107810.0,22107810.0,22107810.0,22107810.0,22107810.0,22107810.0,22107810.0,22107810.0,VIMTALABS
New Bonus Shares,,,,,,,,,,,VIMTALABS
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,VIMTALABS
