Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,137.38,235.17,162.3,127.83,145.15,157.02,168.36,154.03,97.95,56.53,BANG
Raw Material Cost,115.28,201.55,144.27,98.87,107.08,123.31,129.3,138.77,75.63,35.28,BANG
Change in Inventory,2.35,-2.62,12.71,-2.58,-2.0,5.43,-7.19,9.03,-1.27,-10.76,BANG
Power and Fuel,0.65,0.63,0.73,0.78,0.9,0.8,0.67,0.53,0.48,0.33,BANG
Other Mfr. Exp,2.55,2.69,2.59,2.77,3.58,5.23,5.85,5.03,5.8,3.77,BANG
Employee Cost,11.03,12.72,15.28,17.51,20.64,20.01,17.2,12.15,10.01,3.8,BANG
Selling and admin,5.67,6.81,5.95,5.69,6.29,7.06,4.27,4.08,4.06,2.48,BANG
Other Expenses,1.7,2.76,19.46,0.55,0.07,-0.09,1.33,0.28,0.09,1.46,BANG
Other Income,3.48,3.73,3.1,2.78,2.99,3.26,4.22,3.15,10.23,5.15,BANG
Depreciation,1.23,1.25,1.24,2.64,2.02,2.17,2.1,2.31,2.18,1.89,BANG
Interest,5.03,4.74,4.87,4.85,4.5,1.4,0.93,1.29,1.16,1.14,BANG
Profit before tax,0.07,3.13,-16.28,-5.63,1.06,5.82,3.74,1.77,7.5,0.77,BANG
Tax,-0.17,2.12,-0.09,-0.3,-0.11,2.02,0.44,1.71,0.34,-0.48,BANG
Net profit,0.23,1.02,-16.2,-5.32,1.17,3.8,3.3,0.07,7.15,1.25,BANG
