Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1222.71,1378.02,1475.06,1388.3,1506.79,1485.4,1596.34,1313.19,856.7,1111.87,MCLEODRUSS
Raw Material Cost,112.57,197.33,229.6,234.04,247.78,187.74,187.8,158.87,,,MCLEODRUSS
Change in Inventory,-9.79,7.62,19.3,22.62,5.18,-9.23,-14.47,4.6,-25.47,8.18,MCLEODRUSS
Power and Fuel,119.45,144.35,170.22,177.17,184.83,178.22,195.14,168.27,112.22,117.6,MCLEODRUSS
Other Mfr. Exp,113.16,112.25,126.11,137.35,135.17,144.7,152.84,106.5,76.2,225.33,MCLEODRUSS
Employee Cost,426.21,479.14,521.94,563.35,679.45,765.78,836.53,745.6,514.97,531.3,MCLEODRUSS
Selling and admin,116.91,123.73,137.27,135.74,142.15,137.27,141.55,110.89,62.08,66.66,MCLEODRUSS
Other Expenses,21.38,36.38,40.64,36.35,34.98,31.81,46.04,120.71,25.93,13.89,MCLEODRUSS
Other Income,30.07,37.66,43.09,52.62,94.0,184.44,314.88,488.92,209.07,8.48,MCLEODRUSS
Depreciation,29.4,28.71,24.08,60.27,80.64,82.52,82.68,69.22,62.47,70.75,MCLEODRUSS
Interest,47.24,44.78,56.05,66.09,100.78,127.57,170.93,326.65,214.41,187.2,MCLEODRUSS
Profit before tax,256.67,256.63,231.54,53.18,0.19,5.0,83.24,,-27.98,-84.2,MCLEODRUSS
Tax,36.4,30.92,23.43,-8.81,-3.91,-25.53,15.97,4.42,-40.26,-31.36,MCLEODRUSS
Net profit,220.27,225.7,208.11,61.98,4.1,30.53,67.26,-4.42,12.28,-52.84,MCLEODRUSS
