Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1403.33,1476.1,1670.99,1895.99,1925.23,1960.42,2152.25,2381.76,2052.24,1875.83,TVSSRICHAK
Raw Material Cost,967.62,973.37,1089.51,1140.82,1055.83,1142.93,1231.46,1514.16,1116.78,983.28,TVSSRICHAK
Change in Inventory,24.07,-37.68,-14.73,17.37,15.93,54.14,-38.81,66.34,11.23,-23.73,TVSSRICHAK
Power and Fuel,59.05,64.21,70.88,70.11,74.66,83.13,86.44,99.78,90.04,77.29,TVSSRICHAK
Other Mfr. Exp,40.01,45.31,48.5,55.73,60.49,65.94,68.65,73.1,151.87,142.07,TVSSRICHAK
Employee Cost,96.83,113.12,125.52,165.12,202.42,223.23,248.19,274.33,261.98,255.42,TVSSRICHAK
Selling and admin,137.14,154.32,194.46,261.1,215.06,204.75,215.11,213.22,215.93,153.01,TVSSRICHAK
Other Expenses,1.84,3.2,4.92,13.03,8.58,10.27,10.25,12.84,11.54,16.15,TVSSRICHAK
Other Income,5.97,43.79,1.36,3.71,22.52,9.8,15.37,11.42,9.48,5.08,TVSSRICHAK
Depreciation,20.79,24.22,23.67,39.88,42.32,55.67,68.21,82.83,97.66,101.14,TVSSRICHAK
Interest,55.34,57.19,44.24,31.71,17.33,21.73,31.25,35.96,37.38,32.36,TVSSRICHAK
Profit before tax,54.75,47.27,55.92,139.57,286.99,216.71,169.25,153.3,89.77,96.46,TVSSRICHAK
Tax,15.0,11.59,8.47,35.78,90.04,61.38,51.64,50.13,5.35,23.7,TVSSRICHAK
Net profit,39.75,35.68,47.45,103.79,196.95,155.33,117.61,103.17,84.42,72.76,TVSSRICHAK
