Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.53,16.26,16.26,16.26,16.26,24.39,24.39,24.39,24.39,24.39,SFL
Reserves,118.19,144.61,169.61,204.05,294.27,396.88,521.94,644.68,805.73,988.98,SFL
Borrowings,141.08,122.89,91.38,71.75,46.4,3.96,1.2,0.31,2.84,1.99,SFL
Other Liabilities,108.59,143.81,193.35,247.62,288.46,350.2,340.93,353.47,336.56,412.15,SFL
Total,384.39,427.57,470.6,539.68,645.39,775.43,888.46,1022.85,1169.52,1427.51,SFL
Net Block,119.08,170.58,164.66,190.35,200.83,233.46,253.67,269.23,278.93,277.55,SFL
Capital Work in Progress,41.05,1.46,16.78,8.15,2.21,2.85,3.72,0.74,16.53,1.17,SFL
Investments,31.59,30.71,23.07,29.88,52.56,72.97,194.75,416.23,443.48,623.32,SFL
Other Assets,192.67,224.82,266.09,311.3,389.79,466.15,436.32,336.65,430.58,525.47,SFL
Total,384.39,427.57,470.6,539.68,645.39,775.43,888.46,1022.85,1169.52,1427.51,SFL
Receivables,81.59,75.88,80.77,78.24,74.36,99.44,101.6,102.66,126.4,163.05,SFL
Inventory,57.79,85.34,86.21,91.17,73.53,110.23,129.85,152.96,165.18,228.32,SFL
Cash & Bank,14.96,29.27,69.61,108.27,205.48,195.52,144.84,12.24,29.15,35.51,SFL
No. of Equity Shares,16529340.0,16260936.0,16260936.0,16260936.0,16260936.0,48782808.0,48782808.0,48782808.0,48782808.0,48782808.0,SFL
New Bonus Shares,,,,,,16260936.0,,,,,SFL
Face value,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,SFL
