Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,262.06,362.77,461.29,589.8,667.66,718.61,781.77,891.5,953.11,675.18,JUSTDIAL
Raw Material Cost,,,,,,,,,,,JUSTDIAL
Change in Inventory,,,,,,,,,,,JUSTDIAL
Power and Fuel,5.12,7.44,8.58,10.04,10.64,12.05,10.89,10.8,10.87,7.32,JUSTDIAL
Other Mfr. Exp,3.06,7.08,13.33,17.96,33.2,33.74,31.33,31.4,29.06,25.79,JUSTDIAL
Employee Cost,130.84,179.72,228.74,308.84,379.99,441.0,441.9,497.5,533.39,443.65,JUSTDIAL
Selling and admin,54.07,66.36,66.35,85.31,88.16,99.41,123.89,111.82,93.85,30.41,JUSTDIAL
Other Expenses,0.78,1.2,2.06,1.53,11.47,22.85,9.34,11.05,13.02,13.13,JUSTDIAL
Other Income,13.26,11.86,39.92,48.52,80.03,87.06,65.86,92.96,139.71,149.52,JUSTDIAL
Depreciation,9.02,14.4,17.29,24.1,31.1,40.14,36.42,33.65,52.07,42.33,JUSTDIAL
Interest,0.92,,,,,,,0.13,8.91,7.4,JUSTDIAL
Profit before tax,71.51,98.43,164.86,190.54,193.13,156.48,193.86,288.11,351.65,254.67,JUSTDIAL
Tax,20.93,29.97,44.25,51.65,50.39,35.14,50.68,81.31,79.34,40.48,JUSTDIAL
Net profit,50.58,68.46,120.61,138.89,142.74,121.34,143.18,206.8,272.31,214.19,JUSTDIAL
