Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,12.0,12.0,YUKEN
Reserves,48.28,49.77,51.79,51.82,51.49,51.01,59.25,167.51,170.35,176.91,YUKEN
Borrowings,42.51,35.27,34.0,35.39,55.14,64.99,61.01,89.41,100.36,81.18,YUKEN
Other Liabilities,44.52,39.84,49.8,56.19,72.03,65.37,76.04,94.46,91.38,140.94,YUKEN
Total,138.31,127.88,138.59,146.4,181.66,184.37,199.3,363.38,374.09,411.03,YUKEN
Net Block,50.83,53.03,51.28,50.4,69.4,54.49,59.76,64.49,70.32,75.57,YUKEN
Capital Work in Progress,0.67,0.48,0.23,0.36,3.8,2.43,0.88,5.3,11.06,9.98,YUKEN
Investments,3.15,3.59,3.45,3.45,4.45,8.59,9.01,9.38,12.77,12.77,YUKEN
Other Assets,83.66,70.78,83.63,92.19,104.01,118.86,129.65,284.21,279.94,312.71,YUKEN
Total,138.31,127.88,138.59,146.4,181.66,184.37,199.3,363.38,374.09,411.03,YUKEN
Receivables,53.84,42.63,51.02,55.02,59.6,56.59,69.33,83.3,71.84,88.34,YUKEN
Inventory,21.47,19.51,25.17,26.81,32.82,31.09,34.36,175.49,174.1,177.38,YUKEN
Cash & Bank,1.95,1.0,0.96,0.66,0.58,0.74,0.92,1.21,1.37,6.08,YUKEN
No. of Equity Shares,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,12000000.0,12000000.0,12000000.0,YUKEN
New Bonus Shares,,,,,,,,,,,YUKEN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,YUKEN
