Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,18.86,AIAENG
Reserves,939.86,1064.85,1293.19,1632.78,2032.47,2403.22,2741.41,3157.18,3593.39,4075.56,AIAENG
Borrowings,26.86,147.05,117.24,89.52,169.55,140.2,118.3,126.91,122.03,189.33,AIAENG
Other Liabilities,156.05,198.75,261.49,281.61,203.8,276.81,327.7,305.87,260.1,249.58,AIAENG
Total,1141.63,1429.51,1690.78,2022.77,2424.68,2839.09,3206.27,3608.82,3994.38,4533.33,AIAENG
Net Block,315.52,339.28,366.77,530.44,651.96,649.83,651.19,822.29,864.99,788.51,AIAENG
Capital Work in Progress,18.09,31.45,99.76,46.48,37.8,42.43,95.14,59.75,32.35,160.95,AIAENG
Investments,127.27,192.04,516.26,615.65,923.27,940.96,1047.41,1094.25,1433.42,792.4,AIAENG
Other Assets,680.75,866.74,707.99,830.2,811.65,1205.87,1412.53,1632.53,1663.62,2791.47,AIAENG
Total,1141.63,1429.51,1690.78,2022.77,2424.68,2839.09,3206.27,3608.82,3994.38,4533.33,AIAENG
Receivables,297.16,233.52,221.36,226.38,401.26,661.01,702.99,900.75,968.31,1066.95,AIAENG
Inventory,162.1,209.64,219.4,226.43,208.42,299.11,344.96,457.72,435.04,419.5,AIAENG
Cash & Bank,77.81,208.58,82.99,123.89,34.95,23.33,112.2,27.0,44.6,1147.9,AIAENG
No. of Equity Shares,94320370.0,94320370.0,94320370.0,94320370.0,94320370.0,94320370.0,94320370.0,94320370.0,94320370.0,94320370.0,AIAENG
New Bonus Shares,,,,,,,,,,,AIAENG
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,AIAENG
