Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,315.59,520.34,438.12,430.48,396.24,429.32,439.65,328.32,408.36,256.48,ANANTRAJ
Raw Material Cost,,,,,,,,,,,ANANTRAJ
Change in Inventory,,,,,,,,,,,ANANTRAJ
Power and Fuel,0.97,1.36,1.32,2.47,3.32,3.34,2.77,2.38,2.34,2.83,ANANTRAJ
Other Mfr. Exp,123.66,260.62,259.89,164.0,237.03,266.24,296.14,229.02,319.28,178.59,ANANTRAJ
Employee Cost,11.56,15.87,16.26,15.04,15.52,15.55,17.14,11.75,10.67,11.3,ANANTRAJ
Selling and admin,12.8,14.43,15.07,14.82,19.36,20.4,21.5,17.41,18.21,12.65,ANANTRAJ
Other Expenses,5.72,78.77,17.38,15.09,3.33,2.97,5.62,0.57,0.38,0.29,ANANTRAJ
Other Income,17.85,13.54,10.05,7.42,16.59,20.07,16.32,10.93,9.25,19.03,ANANTRAJ
Depreciation,9.92,10.21,11.31,21.45,19.97,20.08,18.96,17.46,15.95,15.11,ANANTRAJ
Interest,20.57,15.73,18.94,49.13,35.01,43.32,32.91,18.79,10.4,24.43,ANANTRAJ
Profit before tax,148.24,136.89,108.0,155.9,79.29,77.49,60.93,41.87,40.38,30.31,ANANTRAJ
Tax,38.98,37.18,19.67,30.88,21.85,17.25,18.06,9.41,13.05,10.2,ANANTRAJ
Net profit,109.26,99.71,88.33,125.03,57.44,60.24,42.87,32.46,27.33,20.11,ANANTRAJ
