Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,36.57,24.9,24.18,41.47,55.19,49.6,27.65,37.42,50.2,76.42,SUPERHOUSE
Cash from Investing Activity,-40.69,-32.69,-17.34,-34.52,-38.7,-20.2,-8.11,-11.89,-8.82,-13.89,SUPERHOUSE
Cash from Financing Activity,5.41,7.61,-3.87,-5.14,-19.15,-25.05,-24.46,-26.26,-42.62,-40.63,SUPERHOUSE
Net Cash Flow,1.29,-0.18,2.97,1.81,-2.67,4.35,-4.91,-0.73,-1.24,21.9,SUPERHOUSE
