Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.94,16.81,18.1,19.85,21.95,21.95,23.61,23.64,22.8,22.8,AURIONPRO
Reserves,227.24,253.25,301.71,343.73,392.11,151.08,179.08,219.97,213.37,191.11,AURIONPRO
Borrowings,74.85,80.17,78.91,61.52,64.83,61.81,57.53,114.91,135.22,101.92,AURIONPRO
Other Liabilities,19.82,47.88,85.25,71.63,73.73,85.55,121.29,201.55,133.94,100.97,AURIONPRO
Total,337.85,398.11,483.97,496.73,552.62,320.39,381.51,560.07,505.33,416.8,AURIONPRO
Net Block,34.02,26.16,17.05,28.53,44.76,58.02,47.07,67.72,74.69,60.05,AURIONPRO
Capital Work in Progress,11.27,,,0.69,1.9,0.62,2.73,14.69,4.85,13.41,AURIONPRO
Investments,168.5,173.52,121.47,122.05,182.76,106.72,106.54,106.55,144.78,55.95,AURIONPRO
Other Assets,124.06,198.43,345.45,345.46,323.2,155.03,225.17,371.11,281.01,287.39,AURIONPRO
Total,337.85,398.11,483.97,496.73,552.62,320.39,381.51,560.07,505.33,416.8,AURIONPRO
Receivables,60.82,73.31,90.74,69.6,69.13,46.29,53.82,139.51,81.02,86.54,AURIONPRO
Inventory,5.08,7.78,7.54,6.42,7.29,6.18,13.35,27.2,16.87,13.04,AURIONPRO
Cash & Bank,4.24,6.54,13.54,8.03,10.29,16.31,36.23,25.55,18.21,16.68,AURIONPRO
No. of Equity Shares,15935427.0,16810427.0,18098198.0,19854318.0,21950301.0,21950301.0,23614301.0,23636301.0,22800165.0,22800165.0,AURIONPRO
New Bonus Shares,,,,,,,,,,,AURIONPRO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AURIONPRO
