Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,23.0,23.0,23.0,28.8,28.8,28.8,28.8,28.8,28.8,28.8,GLOBUSSPR
Reserves,224.31,254.08,254.57,326.27,334.74,343.5,350.57,381.21,440.08,555.52,GLOBUSSPR
Borrowings,106.42,86.9,101.91,144.19,252.95,271.93,251.51,229.82,180.39,186.96,GLOBUSSPR
Other Liabilities,145.85,229.58,217.2,145.39,132.81,154.52,145.92,140.0,169.22,218.85,GLOBUSSPR
Total,499.58,593.56,596.68,644.65,749.3,798.75,776.8,779.83,818.49,990.13,GLOBUSSPR
Net Block,279.54,415.16,414.75,460.48,434.23,631.73,608.54,573.64,568.7,578.48,GLOBUSSPR
Capital Work in Progress,60.17,20.81,28.96,31.23,131.35,0.35,0.47,12.37,29.55,48.31,GLOBUSSPR
Investments,0.12,0.18,0.1,0.17,0.15,4.95,4.95,4.95,27.45,,GLOBUSSPR
Other Assets,159.75,157.41,152.87,152.77,183.57,161.72,162.84,188.87,192.79,363.34,GLOBUSSPR
Total,499.58,593.56,596.68,644.65,749.3,798.75,776.8,779.83,818.49,990.13,GLOBUSSPR
Receivables,55.33,61.84,47.3,38.15,37.48,35.29,48.35,47.55,29.28,84.38,GLOBUSSPR
Inventory,46.83,34.62,45.52,50.05,41.41,67.83,60.38,70.84,97.86,95.21,GLOBUSSPR
Cash & Bank,7.24,31.13,6.38,6.43,27.0,2.31,2.35,1.58,19.73,58.05,GLOBUSSPR
No. of Equity Shares,22997741.0,22997741.0,22997741.0,28799268.0,28799268.0,28799268.0,28799268.0,28799268.0,28799268.0,28799268.0,GLOBUSSPR
New Bonus Shares,,,,,,,,,,,GLOBUSSPR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GLOBUSSPR
