Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1884.37,2110.26,2208.49,2355.96,2532.19,2753.99,2881.72,3371.18,3256.01,2823.09,GHCL
Raw Material Cost,862.76,852.2,921.95,966.07,969.76,1161.66,1225.62,1483.63,1435.84,1310.06,GHCL
Change in Inventory,24.35,-5.58,10.13,12.77,5.33,43.53,-23.62,31.77,14.02,44.64,GHCL
Power and Fuel,258.96,340.69,385.38,389.57,355.89,306.52,390.3,505.33,513.17,415.22,GHCL
Other Mfr. Exp,128.16,139.06,151.26,164.69,202.7,222.59,192.27,186.4,158.05,150.65,GHCL
Employee Cost,100.95,112.32,123.42,127.86,135.65,164.47,179.36,203.75,191.08,174.23,GHCL
Selling and admin,171.95,180.2,179.32,198.13,227.34,234.68,222.72,214.19,189.53,165.42,GHCL
Other Expenses,11.11,63.39,28.71,0.03,17.89,20.66,34.01,39.47,44.15,24.3,GHCL
Other Income,11.26,-34.26,-25.2,-15.28,-6.03,34.45,35.35,13.54,14.95,17.95,GHCL
Depreciation,80.85,81.97,81.57,84.45,81.74,85.69,109.53,116.29,130.51,133.19,GHCL
Interest,186.59,160.54,171.56,164.71,162.82,133.77,124.16,126.32,118.18,90.21,GHCL
Profit before tax,118.65,140.05,150.25,257.94,377.7,501.93,415.48,541.11,504.47,422.4,GHCL
Tax,1.17,25.12,33.97,74.92,121.07,115.16,50.97,180.08,97.97,112.42,GHCL
Net profit,117.48,114.93,116.29,183.02,256.63,386.77,364.51,361.03,406.5,309.98,GHCL
