Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,478.3,437.36,870.6,773.14,563.43,619.93,696.32,830.84,618.83,619.61,AVADHSUGAR
Expenses,392.14,404.93,822.86,678.02,508.01,566.06,653.41,723.79,548.84,544.78,AVADHSUGAR
Other Income,0.34,3.93,1.04,0.33,0.16,0.7,3.57,2.01,0.48,1.46,AVADHSUGAR
Depreciation,10.99,11.23,11.2,11.45,11.35,11.61,12.68,12.67,12.8,12.95,AVADHSUGAR
Interest,34.2,33.74,24.95,23.16,28.69,32.98,26.44,27.91,28.47,24.11,AVADHSUGAR
Profit before tax,41.31,-8.61,12.63,60.84,15.54,9.98,7.36,68.48,29.2,39.23,AVADHSUGAR
Tax,14.94,-2.85,5.13,0.33,5.48,2.77,3.64,11.88,10.25,13.99,AVADHSUGAR
Net profit,26.38,-5.76,7.5,60.5,10.05,7.21,3.73,56.6,18.95,25.24,AVADHSUGAR
Operating Profit,86.16,32.43,47.74,95.12,55.42,53.87,42.91,107.05,69.99,74.83,AVADHSUGAR
