Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,271.18,261.82,292.55,170.57,108.77,88.89,112.96,85.08,44.4,18.82,PBAINFRA
Raw Material Cost,,205.54,,,,,,,,,PBAINFRA
Change in Inventory,6.63,3.56,0.04,2.47,22.26,3.0,7.39,18.82,12.38,7.92,PBAINFRA
Power and Fuel,,,,,,,,,,,PBAINFRA
Other Mfr. Exp,224.36,0.2,234.51,135.53,101.79,72.62,107.24,91.51,49.18,17.13,PBAINFRA
Employee Cost,13.68,13.88,13.3,9.12,7.19,6.83,5.75,6.34,5.0,3.47,PBAINFRA
Selling and admin,4.99,4.99,5.06,3.37,2.69,2.11,2.32,3.09,1.83,1.78,PBAINFRA
Other Expenses,0.85,1.02,1.76,1.47,0.64,0.53,0.53,0.78,0.39,0.59,PBAINFRA
Other Income,24.6,3.45,2.43,3.82,6.31,0.83,6.13,12.25,6.39,2.78,PBAINFRA
Depreciation,8.53,8.6,8.6,4.83,5.18,4.41,4.83,4.82,4.82,4.82,PBAINFRA
Interest,36.13,32.71,35.18,41.45,45.04,36.0,47.49,2.84,1.03,0.51,PBAINFRA
Profit before tax,13.87,1.89,-3.39,-18.91,-25.19,-29.78,-41.68,6.77,0.92,1.22,PBAINFRA
Tax,3.14,0.29,-0.65,-0.04,-0.25,-0.36,-0.87,0.59,-2.5,-0.49,PBAINFRA
Net profit,10.72,1.59,-2.74,-18.87,-24.94,-29.41,-40.8,6.18,3.43,1.71,PBAINFRA
