Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,ASIANPAINT
Reserves,2391.86,2926.34,3505.01,4134.34,5829.81,6998.83,7702.24,8747.04,9357.37,11995.18,ASIANPAINT
Borrowings,168.22,54.1,47.69,39.57,35.71,39.2,11.29,614.32,663.05,648.15,ASIANPAINT
Other Liabilities,2140.01,2569.81,3071.25,3004.05,2763.51,3224.08,3778.48,4225.61,3471.28,4843.42,ASIANPAINT
Total,4796.01,5646.17,6719.87,7273.88,8724.95,10358.03,11587.93,13682.89,13587.62,17582.67,ASIANPAINT
Net Block,1009.04,2101.89,2012.2,1965.49,2628.99,2604.68,2568.53,5221.2,4960.86,4602.61,ASIANPAINT
Capital Work in Progress,602.84,52.55,37.95,139.54,92.79,219.76,1391.84,179.31,108.09,110.11,ASIANPAINT
Investments,542.22,464.7,1671.15,1893.78,2796.64,2913.6,2577.34,2964.0,2657.93,5340.75,ASIANPAINT
Other Assets,2641.91,3027.03,2998.57,3275.07,3206.53,4619.99,5050.22,5318.38,5860.74,7529.2,ASIANPAINT
Total,4796.01,5646.17,6719.87,7273.88,8724.95,10358.03,11587.93,13682.89,13587.62,17582.67,ASIANPAINT
Receivables,500.24,633.88,712.36,729.55,759.06,994.63,1138.2,1244.95,1109.22,1809.75,ASIANPAINT
Inventory,1264.42,1480.79,1665.05,1802.18,1610.12,2194.09,2178.43,2585.1,2827.47,3124.61,ASIANPAINT
Cash & Bank,500.97,551.57,104.12,61.84,160.78,205.94,120.84,167.52,376.06,134.91,ASIANPAINT
No. of Equity Shares,95919779.0,95919779.0,959197800.0,959197790.0,959197790.0,959197790.0,959197790.0,959197790.0,959197790.0,959197790.0,ASIANPAINT
New Bonus Shares,,,,,,,,,,,ASIANPAINT
Face value,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ASIANPAINT
