Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,37.64,43.31,49.42,55.65,64.14,70.49,77.02,85.16,94.79,106.13,ZOTA
Raw Material Cost,29.91,31.77,35.31,42.15,40.88,52.4,50.55,64.62,59.57,75.88,ZOTA
Change in Inventory,3.64,1.42,1.11,5.35,-1.26,7.25,-0.49,7.26,-7.09,2.14,ZOTA
Power and Fuel,0.23,0.21,0.23,0.23,0.36,0.31,0.41,0.54,0.6,0.68,ZOTA
Other Mfr. Exp,0.93,1.01,1.28,1.71,1.83,1.91,2.09,1.64,1.58,1.62,ZOTA
Employee Cost,2.78,3.15,3.55,4.59,5.38,6.15,6.64,8.89,10.34,9.3,ZOTA
Selling and admin,2.96,3.2,4.28,4.62,5.44,7.92,6.45,8.97,11.03,20.67,ZOTA
Other Expenses,-0.36,-0.51,-0.63,-0.78,-0.57,-0.99,-0.51,0.01,0.04,-0.55,ZOTA
Other Income,0.03,0.03,0.1,0.01,0.08,0.06,1.5,1.54,1.51,2.29,ZOTA
Depreciation,1.39,1.35,1.21,1.51,1.23,1.05,0.94,1.39,2.1,3.17,ZOTA
Interest,0.51,0.79,0.71,0.66,0.68,0.68,0.12,0.04,0.07,0.11,ZOTA
Profit before tax,2.96,3.79,4.69,6.32,7.73,8.37,11.34,7.86,3.88,-0.32,ZOTA
Tax,0.98,1.23,1.56,2.06,2.61,2.82,4.08,2.31,1.12,-0.15,ZOTA
Net profit,1.98,2.55,3.13,4.26,5.11,5.54,7.27,5.55,2.76,-0.16,ZOTA
