Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,25.77,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,38.14,UTTAMSUGAR
Reserves,11.24,33.55,-20.53,-26.32,-10.85,120.57,137.83,196.06,247.03,299.81,UTTAMSUGAR
Borrowings,719.05,761.86,742.42,668.51,621.01,716.92,771.28,725.33,809.62,819.75,UTTAMSUGAR
Other Liabilities,270.52,423.52,382.49,549.38,467.34,445.74,490.72,780.11,671.18,622.5,UTTAMSUGAR
Total,1026.58,1257.07,1142.52,1229.71,1115.64,1321.37,1437.97,1739.64,1765.97,1780.2,UTTAMSUGAR
Net Block,399.8,473.13,459.85,538.89,530.58,537.65,563.74,581.86,570.32,553.19,UTTAMSUGAR
Capital Work in Progress,126.8,28.01,25.6,11.07,15.51,10.93,17.29,11.34,44.61,126.75,UTTAMSUGAR
Investments,,,,,,,,,,2.51,UTTAMSUGAR
Other Assets,499.98,755.93,657.07,679.75,569.55,772.79,856.94,1146.44,1151.04,1097.75,UTTAMSUGAR
Total,1026.58,1257.07,1142.52,1229.71,1115.64,1321.37,1437.97,1739.64,1765.97,1780.2,UTTAMSUGAR
Receivables,17.06,36.26,16.5,25.52,56.85,53.38,49.31,53.01,50.42,48.29,UTTAMSUGAR
Inventory,400.86,610.48,518.36,464.92,376.8,611.23,720.72,988.73,930.25,928.14,UTTAMSUGAR
Cash & Bank,23.52,58.35,43.02,20.96,33.16,36.8,23.11,13.99,9.79,8.94,UTTAMSUGAR
No. of Equity Shares,25769000.0,38138120.0,38138120.0,38138120.0,38138120.0,38138120.0,38138120.0,38138120.0,38138120.0,38138120.0,UTTAMSUGAR
New Bonus Shares,,,,,,,,,,,UTTAMSUGAR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,UTTAMSUGAR
