Report Date,Unnamed: 1,2011-03-31 00:00:00,2012-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,,,-0.58,10.72,15.69,15.95,5.19,37.3,19.2,33.07,ASTRON
Cash from Investing Activity,,,-39.16,-1.95,-10.35,-10.47,-28.26,-26.62,-11.28,-3.62,ASTRON
Cash from Financing Activity,,,40.48,-8.25,-3.4,-6.75,37.79,-25.83,-3.44,-23.66,ASTRON
Net Cash Flow,,,0.74,0.53,1.94,-1.27,14.72,-15.16,4.49,5.78,ASTRON
