Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,58.89,67.75,68.11,96.37,131.83,132.8,139.93,164.57,185.61,161.28,APOLSINHOT
Raw Material Cost,22.33,23.63,16.59,30.5,48.8,40.94,42.98,,,,APOLSINHOT
Change in Inventory,,,,,,,,,,,APOLSINHOT
Power and Fuel,1.05,1.69,2.43,3.62,4.63,3.38,0.49,0.42,0.5,0.59,APOLSINHOT
Other Mfr. Exp,0.14,0.85,1.13,2.04,3.07,2.61,1.18,56.91,71.55,57.11,APOLSINHOT
Employee Cost,28.95,34.43,39.92,49.3,63.74,65.94,76.48,86.36,94.53,87.95,APOLSINHOT
Selling and admin,3.63,4.02,4.69,6.54,8.37,7.55,8.37,9.7,6.89,6.84,APOLSINHOT
Other Expenses,0.2,0.18,0.16,0.7,0.88,0.72,0.58,0.09,0.69,0.85,APOLSINHOT
Other Income,0.12,0.29,0.54,0.64,-3.78,0.3,1.92,3.55,5.26,3.99,APOLSINHOT
Depreciation,0.14,0.16,0.43,0.46,0.78,0.91,0.94,0.97,2.33,2.7,APOLSINHOT
Interest,0.25,0.29,0.28,0.42,1.14,0.6,0.58,0.22,0.87,1.34,APOLSINHOT
Profit before tax,2.32,2.79,3.02,3.43,-3.36,10.45,10.25,13.45,13.51,7.89,APOLSINHOT
Tax,0.86,0.91,0.98,1.12,-0.94,3.68,3.23,3.62,3.22,1.34,APOLSINHOT
Net profit,1.46,1.89,2.04,2.31,-2.42,6.77,7.03,9.84,10.29,6.54,APOLSINHOT
