Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,600.85,821.41,995.5,997.56,1007.75,1107.59,1104.65,1325.24,1183.98,781.79,SESHAPAPER
Raw Material Cost,184.92,277.2,397.33,426.79,423.88,411.43,390.51,446.4,384.29,298.45,SESHAPAPER
Change in Inventory,11.21,-6.94,-1.32,2.35,-3.71,2.24,-1.99,-0.52,53.05,97.4,SESHAPAPER
Power and Fuel,105.63,144.26,147.56,146.67,131.8,119.95,142.15,157.83,140.93,105.93,SESHAPAPER
Other Mfr. Exp,142.51,181.59,205.4,203.87,196.95,223.74,241.96,293.32,292.7,219.36,SESHAPAPER
Employee Cost,46.2,54.06,56.05,64.13,79.57,69.72,68.36,69.28,82.32,81.34,SESHAPAPER
Selling and admin,42.1,60.91,72.34,77.91,73.01,44.35,30.85,38.66,39.61,43.01,SESHAPAPER
Other Expenses,-8.21,-9.45,-8.14,-8.75,-8.21,26.98,21.64,23.39,30.34,23.55,SESHAPAPER
Other Income,4.64,4.17,5.28,2.63,4.28,8.14,14.24,23.06,22.73,19.32,SESHAPAPER
Depreciation,34.26,49.14,48.97,29.29,28.75,30.62,31.94,33.78,35.0,37.6,SESHAPAPER
Interest,24.33,44.46,38.71,37.21,32.29,23.2,14.3,13.81,6.89,2.91,SESHAPAPER
Profit before tax,44.96,16.47,41.24,25.42,50.28,167.98,175.19,271.31,247.68,86.36,SESHAPAPER
Tax,10.86,-4.04,14.45,8.07,14.7,39.94,52.3,81.31,74.22,-13.91,SESHAPAPER
Net profit,34.1,20.51,26.79,17.35,35.58,128.04,122.89,190.0,173.46,100.27,SESHAPAPER
