Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,59.26,61.92,66.04,68.44,73.28,61.12,64.93,71.56,70.85,55.38,ALKALI
Raw Material Cost,27.74,30.57,34.45,33.05,39.21,29.77,30.21,39.82,33.35,23.82,ALKALI
Change in Inventory,-11.57,1.89,-0.36,-1.03,0.6,2.37,-2.12,5.55,-0.2,2.85,ALKALI
Power and Fuel,9.33,9.88,11.32,8.7,7.74,6.04,5.96,8.34,7.97,6.5,ALKALI
Other Mfr. Exp,3.96,3.84,4.38,3.85,3.88,4.06,4.75,5.66,5.62,5.07,ALKALI
Employee Cost,7.24,6.8,5.68,6.42,7.37,7.83,8.73,9.44,9.76,9.7,ALKALI
Selling and admin,4.18,3.83,3.61,3.33,3.42,6.3,3.72,3.32,3.67,4.44,ALKALI
Other Expenses,3.08,2.69,2.84,2.63,2.33,2.65,2.64,3.11,3.6,2.64,ALKALI
Other Income,1.71,0.79,0.44,-0.35,0.25,0.12,0.5,0.4,0.35,0.05,ALKALI
Depreciation,3.13,3.48,3.52,4.27,3.75,3.62,3.48,3.41,3.45,3.35,ALKALI
Interest,3.85,3.12,3.49,4.5,3.44,2.96,2.52,2.71,2.47,2.54,ALKALI
Profit before tax,-13.11,0.39,-3.17,0.31,2.99,0.38,1.3,1.7,1.11,0.22,ALKALI
Tax,3.24,-4.37,-1.21,0.02,0.73,0.03,,,-0.14,1.43,ALKALI
Net profit,-16.35,4.76,-1.96,0.28,2.26,0.35,1.31,1.69,1.25,-1.21,ALKALI
