Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,210.98,217.34,206.46,177.82,192.71,247.3,272.72,317.73,337.32,311.37,PAISALO
Raw Material Cost,,,,,,,,,,,PAISALO
Change in Inventory,,,,,,,,,,,PAISALO
Power and Fuel,0.15,0.17,0.21,0.21,0.3,0.31,0.53,0.57,0.6,0.5,PAISALO
Other Mfr. Exp,1.23,1.4,0.94,0.31,0.51,0.62,1.03,0.46,0.46,0.19,PAISALO
Employee Cost,6.6,7.57,9.09,10.74,12.78,11.85,15.08,22.62,23.43,21.8,PAISALO
Selling and admin,18.46,18.33,23.5,19.6,24.85,32.47,32.12,31.9,26.02,20.95,PAISALO
Other Expenses,10.58,20.83,22.71,18.03,15.43,30.76,30.37,49.69,75.3,40.55,PAISALO
Other Income,-0.01,-0.01,,,,,,,,0.64,PAISALO
Depreciation,1.98,2.53,4.39,6.29,5.37,5.73,5.55,4.68,4.01,3.73,PAISALO
Interest,71.22,62.61,61.47,55.93,64.87,88.37,104.96,123.11,133.57,143.76,PAISALO
Profit before tax,100.75,103.89,84.15,66.71,68.6,77.19,83.08,84.7,73.93,80.53,PAISALO
Tax,30.43,33.45,27.89,22.18,23.46,25.89,27.04,27.93,19.88,19.61,PAISALO
Net profit,70.32,70.45,56.25,44.52,45.13,51.29,56.04,56.77,54.04,60.92,PAISALO
