Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,29673.72,35196.65,38939.71,42963.56,44061.28,42199.93,43648.54,49770.61,75983.66,70495.06,BANKBARODA
Raw Material Cost,,,,,,,,,,,BANKBARODA
Change in Inventory,,,,,,,,,,,BANKBARODA
Power and Fuel,,,,,,,,,,,BANKBARODA
Other Mfr. Exp,168.9,183.68,372.09,471.31,539.78,612.83,741.82,922.83,1132.51,1109.64,BANKBARODA
Employee Cost,2986.76,3450.9,4140.72,4262.21,4978.72,4638.77,4608.1,5040.73,9566.59,11446.75,BANKBARODA
Selling and admin,951.0,1120.45,1376.16,1543.71,1776.61,1914.96,2118.18,2251.34,3359.8,3504.93,BANKBARODA
Other Expenses,3281.37,5058.98,4696.78,5551.01,16640.34,10120.86,16520.58,14951.37,23852.17,18241.59,BANKBARODA
Other Income,3373.39,3630.62,4462.74,4402.0,4998.86,6758.06,6657.15,6294.49,10317.32,12364.44,BANKBARODA
Depreciation,276.57,300.64,345.03,340.39,501.33,511.35,863.08,910.38,1659.65,1314.54,BANKBARODA
Interest,19356.71,23881.39,26974.36,29776.32,31321.43,28686.52,28126.77,31290.3,48532.37,41686.04,BANKBARODA
Profit before tax,6025.8,4831.23,5497.31,5420.61,-6698.07,2472.7,-2672.84,698.15,-1802.11,5556.01,BANKBARODA
Tax,1018.84,350.51,956.23,2022.17,-1302.53,1089.56,-241.03,264.63,-2348.29,4727.05,BANKBARODA
Net profit,5006.96,4480.72,4541.08,3398.44,-5395.54,1383.14,-2431.81,433.52,546.19,828.96,BANKBARODA
