Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1979.45,2255.02,3881.53,,26.86,22.2,946.53,721.54,17.85,100.01,DVL
Raw Material Cost,1571.93,2008.73,3253.78,,,,900.47,558.66,,,DVL
Change in Inventory,24.29,146.02,-20.84,,,,70.77,-70.77,,,DVL
Power and Fuel,62.98,61.54,101.67,55.07,61.02,,,,,,DVL
Other Mfr. Exp,40.14,128.92,68.7,34.74,37.99,0.05,0.06,0.05,0.03,0.04,DVL
Employee Cost,54.31,19.75,24.05,0.87,0.63,2.66,4.68,5.41,6.04,6.78,DVL
Selling and admin,90.71,29.94,205.24,152.07,167.9,9.32,73.36,47.56,2.76,1.8,DVL
Other Expenses,75.4,48.26,54.6,-239.43,-260.24,9.4,7.81,11.03,29.86,5.46,DVL
Other Income,24.99,55.19,45.91,45.75,20.26,-168.29,14.59,48.81,44.44,59.44,DVL
Depreciation,33.01,32.53,43.12,0.47,0.44,0.45,0.43,0.56,1.42,2.17,DVL
Interest,41.22,33.12,59.56,,,0.08,1.39,22.57,5.5,3.78,DVL
Profit before tax,59.03,93.44,95.88,41.96,39.38,-168.05,43.69,53.74,16.68,139.42,DVL
Tax,9.54,16.5,21.17,4.24,3.19,-146.0,7.08,2.88,-1.15,16.26,DVL
Net profit,49.49,76.94,74.71,37.72,36.19,-22.06,36.61,50.86,17.83,123.16,DVL
