Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1312.79,1590.21,1882.31,2233.14,2443.02,2527.96,2580.68,2726.07,2571.8,2523.18,KAJARIACER
Raw Material Cost,649.14,812.98,1003.04,1232.3,1309.74,1251.08,1195.25,1267.89,1216.35,1196.73,KAJARIACER
Change in Inventory,15.47,4.91,-25.4,45.56,8.99,12.87,6.96,31.46,24.24,-95.46,KAJARIACER
Power and Fuel,195.31,234.05,245.06,288.13,254.63,266.04,335.66,412.24,376.82,287.04,KAJARIACER
Other Mfr. Exp,86.77,99.8,95.97,134.76,135.14,157.89,150.66,187.65,163.09,141.62,KAJARIACER
Employee Cost,103.74,122.2,148.54,169.2,189.69,220.52,247.54,264.04,265.2,237.74,KAJARIACER
Selling and admin,86.44,96.3,120.63,150.99,150.89,180.12,205.05,192.46,165.69,102.38,KAJARIACER
Other Expenses,4.8,6.09,5.11,15.95,24.37,22.66,24.64,27.76,30.87,27.88,KAJARIACER
Other Income,-0.33,-1.39,1.15,1.42,20.88,21.48,18.95,34.46,48.69,50.2,KAJARIACER
Depreciation,37.08,38.36,36.49,39.38,47.2,53.2,61.76,63.45,78.85,73.91,KAJARIACER
Interest,47.12,35.91,26.42,5.97,6.72,3.54,4.48,3.39,8.53,5.05,KAJARIACER
Profit before tax,117.53,148.04,176.8,243.44,354.51,407.26,381.55,373.11,339.33,405.57,KAJARIACER
Tax,36.81,47.49,60.06,75.08,117.51,137.1,129.23,127.21,60.53,103.82,KAJARIACER
Net profit,80.72,100.55,116.74,168.36,237.0,270.16,252.32,245.9,278.8,301.75,KAJARIACER
