Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,461.0,666.3,1120.32,1780.38,2697.92,3907.7,5488.06,7480.86,8478.32,7565.2,PNBHOUSING
Raw Material Cost,,,,,,,,,,,PNBHOUSING
Change in Inventory,,,,,,,,,,,PNBHOUSING
Power and Fuel,0.66,1.2,1.96,2.99,4.15,4.9,,,,,PNBHOUSING
Other Mfr. Exp,0.03,0.3,0.71,0.73,1.5,1.98,93.48,95.45,20.84,22.89,PNBHOUSING
Employee Cost,15.47,25.47,40.47,67.19,75.73,101.8,143.99,212.95,196.41,177.81,PNBHOUSING
Selling and admin,15.95,27.95,42.71,71.34,100.18,133.45,159.3,193.16,170.88,123.24,PNBHOUSING
Other Expenses,8.62,19.65,50.32,70.34,138.57,199.43,296.03,206.29,1330.72,911.19,PNBHOUSING
Other Income,-0.03,-0.06,-0.26,-0.22,0.63,0.15,0.46,3.62,6.99,15.07,PNBHOUSING
Depreciation,0.22,0.97,3.31,8.28,15.04,18.63,24.11,31.29,65.64,58.78,PNBHOUSING
Interest,314.4,461.95,801.6,1264.84,1860.29,2643.65,3537.03,5167.29,5875.82,5099.64,PNBHOUSING
Profit before tax,105.62,128.75,178.98,294.45,503.09,804.01,1234.58,1578.05,825.0,1186.72,PNBHOUSING
Tax,28.17,35.93,49.28,100.38,176.62,280.28,392.44,496.67,142.69,261.5,PNBHOUSING
Net profit,77.45,92.82,129.7,194.07,326.47,523.73,842.14,1081.38,682.31,925.22,PNBHOUSING
