Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,439.42,553.87,624.88,732.73,876.37,1001.72,1111.76,1227.65,1252.31,1232.6,GICHSGFIN
Raw Material Cost,,,,,,,,,,,GICHSGFIN
Change in Inventory,,,,,,,,,,,GICHSGFIN
Power and Fuel,,,,,,,,0.79,0.81,0.64,GICHSGFIN
Other Mfr. Exp,1.64,2.74,3.31,4.5,0.26,3.41,3.78,5.63,5.5,6.03,GICHSGFIN
Employee Cost,10.74,12.89,13.91,19.61,22.71,26.04,29.53,33.18,42.88,43.72,GICHSGFIN
Selling and admin,14.25,20.03,24.58,27.33,37.9,39.16,25.15,32.38,37.38,33.35,GICHSGFIN
Other Expenses,21.85,29.88,28.56,15.16,22.92,37.49,65.71,42.33,104.18,194.31,GICHSGFIN
Other Income,,0.03,0.04,0.01,,0.02,0.1,,2.6,7.73,GICHSGFIN
Depreciation,0.83,2.09,2.05,3.51,0.82,0.7,0.64,0.72,6.13,4.48,GICHSGFIN
Interest,311.25,373.23,419.25,508.93,600.65,667.84,712.76,865.56,945.76,823.25,GICHSGFIN
Profit before tax,78.86,113.04,133.26,153.7,191.11,227.1,274.29,247.06,112.27,134.55,GICHSGFIN
Tax,19.82,28.01,35.71,50.74,66.61,79.37,68.65,75.25,66.66,28.98,GICHSGFIN
Net profit,59.04,85.03,97.55,102.96,124.5,147.73,205.64,171.81,45.61,105.57,GICHSGFIN
