Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3893.62,6245.66,10725.0,10487.15,12729.84,10868.11,8120.87,2404.2,1005.32,447.17,ADANIPOWER
Raw Material Cost,,,,,,,,,,,ADANIPOWER
Change in Inventory,,,,,,,68.53,-70.34,,,ADANIPOWER
Power and Fuel,2121.55,4698.88,6223.57,6183.63,6820.9,7193.27,4962.98,1.14,1.12,0.86,ADANIPOWER
Other Mfr. Exp,117.85,216.49,473.05,1309.3,1919.98,2020.54,2107.64,2220.08,912.74,357.88,ADANIPOWER
Employee Cost,52.58,135.16,156.97,191.23,189.37,166.83,123.43,40.68,41.76,33.17,ADANIPOWER
Selling and admin,372.68,308.23,372.55,426.15,381.9,198.1,85.48,35.16,54.45,13.04,ADANIPOWER
Other Expenses,136.45,135.07,-79.08,-85.42,-122.72,24.94,22.01,49.56,33.66,3.12,ADANIPOWER
Other Income,243.0,411.99,483.11,848.1,508.64,-3179.72,1957.11,1064.63,-92.15,134.37,ADANIPOWER
Depreciation,551.45,1012.12,1187.83,881.37,1137.26,1120.72,860.67,38.06,34.77,32.46,ADANIPOWER
Interest,787.68,1645.41,3338.59,2497.62,2951.19,3101.56,2008.07,1239.04,1175.23,644.02,ADANIPOWER
Profit before tax,-3.62,-1493.71,-465.37,-68.63,-39.4,-6137.57,-23.77,-225.23,-1340.56,-503.01,ADANIPOWER
Tax,290.3,458.32,-1060.63,,-135.94,-83.23,,,,-4.27,ADANIPOWER
Net profit,-293.92,-1952.03,595.26,-68.63,96.54,-6054.34,-23.77,-225.23,-1340.56,-498.74,ADANIPOWER
