Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,15.18,18.26,34.15,41.19,65.91,78.33,90.62,109.63,90.16,51.84,FOCUS
Raw Material Cost,12.01,13.38,24.39,34.73,45.45,55.57,64.07,74.69,61.14,35.01,FOCUS
Change in Inventory,1.77,0.86,-0.4,2.52,-0.01,0.04,-1.2,0.29,1.37,-0.08,FOCUS
Power and Fuel,0.02,0.02,0.04,0.04,0.06,0.07,0.09,0.19,0.4,0.28,FOCUS
Other Mfr. Exp,0.82,0.53,0.58,0.15,0.15,0.2,0.58,1.3,2.48,1.99,FOCUS
Employee Cost,1.05,1.4,2.35,3.7,4.72,5.56,8.24,8.08,10.1,7.43,FOCUS
Selling and admin,2.0,2.23,4.54,3.83,10.18,11.48,5.21,9.55,6.82,5.04,FOCUS
Other Expenses,0.21,0.26,0.05,-0.06,-0.07,-0.27,0.69,0.42,0.79,0.53,FOCUS
Other Income,,0.06,0.01,0.98,0.09,1.02,0.3,0.6,0.68,0.46,FOCUS
Depreciation,0.18,0.2,0.24,0.26,0.45,0.36,0.78,2.3,3.48,2.99,FOCUS
Interest,0.19,0.58,0.41,0.43,0.5,0.57,0.3,0.58,0.71,0.48,FOCUS
Profit before tax,0.47,0.58,1.16,1.61,4.55,5.85,9.76,13.41,6.29,-1.53,FOCUS
Tax,0.13,0.14,0.39,0.51,1.63,2.01,3.89,3.68,2.05,-0.34,FOCUS
Net profit,0.35,0.44,0.76,1.1,2.92,3.84,5.87,9.73,4.25,-1.19,FOCUS
