Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,TALBROAUTO
Reserves,78.96,87.67,101.69,109.44,115.4,137.03,157.16,171.85,165.56,209.56,TALBROAUTO
Borrowings,115.62,117.98,117.05,121.95,115.37,121.28,124.3,155.15,153.49,102.82,TALBROAUTO
Other Liabilities,100.52,89.71,85.84,102.84,120.59,116.49,161.32,143.72,128.44,178.53,TALBROAUTO
Total,307.45,307.71,316.93,346.58,363.71,387.15,455.13,483.07,459.84,503.26,TALBROAUTO
Net Block,100.94,90.26,88.85,89.51,92.16,118.78,127.98,143.92,153.46,149.76,TALBROAUTO
Capital Work in Progress,0.62,2.73,3.83,5.02,0.56,1.67,3.06,6.63,0.79,3.04,TALBROAUTO
Investments,7.27,17.55,21.54,26.04,32.29,47.58,53.32,46.17,32.82,47.54,TALBROAUTO
Other Assets,198.62,197.17,202.71,226.01,238.7,219.12,270.77,286.35,272.77,302.92,TALBROAUTO
Total,307.45,307.71,316.93,346.58,363.71,387.15,455.13,483.07,459.84,503.26,TALBROAUTO
Receivables,67.46,56.14,63.38,66.9,70.72,89.71,124.19,135.28,125.18,154.97,TALBROAUTO
Inventory,93.58,98.35,97.34,113.68,127.85,98.76,109.25,110.52,107.95,102.15,TALBROAUTO
Cash & Bank,5.37,5.72,4.67,5.41,4.81,6.55,7.77,9.24,7.62,11.82,TALBROAUTO
No. of Equity Shares,12345630.0,12345630.0,12345630.0,12345630.0,12345630.0,12345630.0,12345630.0,12345630.0,12345630.0,12345630.0,TALBROAUTO
New Bonus Shares,,,,,,,,,,,TALBROAUTO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TALBROAUTO
