Report Date,Unnamed: 1,2019-06-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,,1086.32,1120.9,810.62,632.97,933.24,1043.61,1015.53,783.76,848.65,POWERINDIA
Expenses,,968.85,1014.8,745.25,603.29,849.56,972.06,941.79,748.08,775.48,POWERINDIA
Other Income,,0.23,-30.66,-1.47,4.95,-49.46,29.59,8.24,13.05,1.95,POWERINDIA
Depreciation,,15.49,16.91,18.84,17.48,20.89,19.96,20.17,19.02,19.28,POWERINDIA
Interest,,5.63,16.5,5.38,2.86,6.6,5.6,8.07,8.11,8.64,POWERINDIA
Profit before tax,,96.58,42.03,39.68,14.29,6.73,75.58,53.74,21.6,47.2,POWERINDIA
Tax,,35.92,6.55,10.5,3.39,1.97,20.62,14.3,5.3,12.88,POWERINDIA
Net profit,,60.66,35.48,29.18,10.9,4.76,54.96,39.44,16.3,34.32,POWERINDIA
Operating Profit,,117.47,106.1,65.37,29.68,83.68,71.55,73.74,35.68,73.17,POWERINDIA
